date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,c6h6,co,no,no2,nox,o3,so2
2023-07-14,359.583.333.333.333,2.210.625,735.625,NA,3.304.375,2.705.625,31.7,21.1,0,23,14077,163.387.085.316.474,0.6,0.3,NA,NA,NA,65.5,3
2023-07-15,287.916.666.666.667,221.479.166.666.667,78.25,NA,284.583.333.333.333,272.958.333.333.333,32,22.2,0,18,11359,15.846.465.357.866,0.6,0.32,NA,NA,NA,58.29,3
2023-07-16,240.208.333.333.333,127.833.333.333.333,70.375,NA,3.103.125,27.125,31.5,22.3,0,10,5750,173.913.043.478.261,0.6,0.38,NA,NA,NA,56.79,3
2023-07-17,212.916.666.666.667,175.354.166.666.667,728.333.333.333.333,NA,286.208.333.333.333,268.479.166.666.667,31,22.2,0,38,26075,145.733.461.169.703,0.6,0.35,NA,NA,NA,59.12,3
2023-07-18,318.541.666.666.667,232.208.333.333.333,760.625,NA,323.208.333.333.333,278.520.833.333.333,34.4,22,0,26,13836,187.915.582.538.306,0.6,0.37,NA,NA,NA,68.21,3
2023-07-19,222.708.333.333.333,1.821.875,748.958.333.333.333,NA,298.916.666.666.667,28.8,35.5,23,0,33,22376,147.479.442.259.564,0.6,0.35,NA,NA,NA,69.88,3
2023-07-20,278.125,213.166.666.666.667,684.375,NA,298.833.333.333.333,277.770.833.333.333,33.1,22.1,0,27,14202,190.114.068.441.065,0.6,0.36,NA,NA,NA,63.58,3
2023-07-21,276.666.666.666.667,149.041.666.666.667,661.875,NA,263.583.333.333.333,278.625,32.5,23.3,0,27,15111,178.677.784.395.473,0.6,0.36,NA,NA,NA,66.29,3
2023-07-22,226.041.666.666.667,219.854.166.666.667,685.833.333.333.333,NA,301.854.166.666.667,26.375,31.8,20.7,0,8,3851,207.738.249.805.245,0.6,0.35,NA,NA,NA,67.88,3
2023-07-23,240.416.666.666.667,223.708.333.333.333,732.083.333.333.333,NA,299.458.333.333.333,275.770.833.333.333,33.6,20.8,0,8,5336,149.925.037.481.259,0.6,0.38,3.39,17.06,22.06,59.92,3
2023-07-24,2.6375,197.791.666.666.667,76.875,NA,1.870.625,269.604.166.666.667,32.5,22.2,0,42,24334,172.598.011.013.397,0.6,0.3,3.33,17.58,22.75,69.71,03.04
2023-07-25,4.175,213,53.375,NA,3.294.375,275.333.333.333.333,33.4,23.1,0.4,25,16653,150.123.100.942.773,0.6,0.25,NA,NA,NA,61.46,3.29
2023-07-26,299.583.333.333.333,178.854.166.666.667,642.916.666.666.667,NA,1.959.375,246.854.166.666.667,28.4,20.7,0,34,21998,154.559.505.409.583,0.6,0.28,NA,NA,NA,58.83,03.04
2023-07-27,319.791.666.666.667,258.145.833.333.333,775.833.333.333.333,NA,187.375,251.958.333.333.333,30.5,20.5,0.8,43,24410,176.157.312.576.813,0.6,0.26,NA,NA,NA,89.5,03.04
2023-07-28,319.166.666.666.667,245.75,726.458.333.333.333,NA,316.770.833.333.333,260.104.166.666.667,32.2,20.1,0,39,19035,20.488.573.680.063,0.6,0.24,02.06,9,12.06,58.75,3
2023-07-29,371.041.666.666.667,243.041.666.666.667,805.625,NA,317.708.333.333.333,270.208.333.333.333,32.7,21.4,0,4,2981,134.183.160.013.418,0.6,0.26,02.08,15.46,18.62,55.58,3
2023-07-30,222.916.666.666.667,197.479.166.666.667,745.416.666.666.667,NA,2.854.375,271.291.666.666.667,33.2,21.1,0,12,9273,129.407.958.589.453,0.6,0.28,3.6,23.2,28.4,52.46,03.04
2023-07-31,2.6875,2.236.875,820.208.333.333.333,NA,1.734.375,257.958.333.333.333,31.3,20.1,0,44,24944,17.639.512.508.018,0.6,0.29,3.88,20.24,25.94,61.83,3
2023-08-01,2.725,179,753.333.333.333.333,NA,295.458.333.333.333,277.270.833.333.333,34.5,22,0,44,26279,167.434.072.833.822,0.6,0.26,2.25,16.46,19.75,70,3
2023-08-02,371.041.666.666.667,214.416.666.666.667,809.166.666.666.667,NA,303.104.166.666.667,280.479.166.666.667,32.1,23.6,0,42,24445,171.814.276.948.251,0.6,0.3,2.42,20.58,23.92,54.42,3
2023-08-03,267.916.666.666.667,149.083.333.333.333,801.666.666.666.667,NA,138.854.166.666.667,2.493.125,28.9,21.3,1.5,29,17651,164.296.640.416.974,0.6,0.22,2.12,15.62,18.62,68.18,3.24
2023-08-04,2.975,201.5,555.416.666.666.667,NA,314.666.666.666.667,241.625,29.5,18.2,0.4,38,21237,178.932.994.302.397,0.6,0.2,NA,NA,NA,75.33,3.54
2023-08-05,381.666.666.666.667,261.270.833.333.333,499.583.333.333.333,NA,3.211.875,244.916.666.666.667,30.1,19.8,0,10,6039,165.590.329.524.756,0.6,0.2,NA,NA,NA,65.17,3.54
2023-08-06,304.583.333.333.333,201.729.166.666.667,637.291.666.666.667,NA,171.229.166.666.667,241.208.333.333.333,27.9,20.9,0,7,5671,12.343.502.027.861,0.6,0.2,2.31,4.31,7.56,73,3.58
2023-08-07,330.416.666.666.667,191.375,622.291.666.666.667,NA,283.291.666.666.667,246.666.666.666.667,28.3,19.8,0,63,38124,165.250.236.071.766,0.6,0.2,2.71,14.29,18.46,62.83,3.33
2023-08-08,2.875,2.338.125,759.375,NA,225.25,2.501.875,30.8,20.1,0,31,16175,191.653.786.707.883,0.6,0.23,2.83,15.54,19.67,62.71,3.33
2023-08-09,322.083.333.333.333,243.520.833.333.333,773.333.333.333.333,NA,283.083.333.333.333,257.645.833.333.333,31.4,19.4,0,33,20229,163.132.137.030.995,0.6,0.23,3.46,25.12,30.12,70.83,3.21
2023-08-10,2.4,210.125,744.583.333.333.333,NA,260.75,264.125,33.2,20.7,0,32,19734,162.156.683.895.814,0.6,0.22,3,12.67,17.42,85.83,3.88
2023-08-11,3.35,248.895.833.333.333,636.041.666.666.667,NA,3.039.375,2.705.625,33.4,21.1,0,38,21213,179.135.435.817.659,0.6,0.27,3.12,19.46,24.12,83.88,3.58
2023-08-12,217.916.666.666.667,171.291.666.666.667,76.75,NA,292.083.333.333.333,264.395.833.333.333,31.4,20.9,0,8,5911,135.340.889.866.351,0.6,0.3,2.71,19,23.33,62.62,3.17
2023-08-13,196.875,2.173.125,80.625,NA,2.869.375,267.333.333.333.333,32.3,22.1,0,19,15395,123.416.693.731.731,0.6,0.31,03.04,23.58,28.33,57.92,3.12
2023-08-14,02.05,196.791.666.666.667,77.5,NA,296.083.333.333.333,2.721.875,33.4,21.8,0,33,20358,162.098.437.960.507,0.6,0.42,2.71,24,28.21,68.04,3.17
2023-08-15,233.958.333.333.333,193.541.666.666.667,775.416.666.666.667,NA,280.916.666.666.667,26.925,32,21.8,0,9,5590,161.001.788.908.766,0.6,0.4,2,23.71,27.29,68.15,3.62
2023-08-16,239.375,155.479.166.666.667,812.916.666.666.667,NA,168.770.833.333.333,263.041.666.666.667,30.3,22.1,0,44,24838,177.147.918.511.957,0.6,0.39,3.71,22.24,27.71,77.21,3.96
2023-08-17,302.916.666.666.667,884.791.666.666.667,81.625,NA,2.753.125,272.291.666.666.667,30.5,23.1,0,34,23571,14.424.504.687.964,0.6,0.31,2.92,20.21,24.79,81.83,3.79
2023-08-18,193.125,215.020.833.333.333,814.583.333.333.333,NA,252.229.166.666.667,264.270.833.333.333,31.8,22.1,0,25,17177,14.554.345.927.694,0.6,0.3,2.92,22.96,27.54,66.92,3.92
2023-08-19,192.708.333.333.333,197.145.833.333.333,821.875,NA,230.25,266.645.833.333.333,31.9,21.3,0,9,4719,190.718.372.536.554,0.6,0.27,2.79,22.88,27.21,74.75,3.67
2023-08-20,201.458.333.333.333,2.313.125,68.125,NA,274.458.333.333.333,291.770.833.333.333,36,22.5,0,15,10884,137.816.979.051.819,0.6,0.3,3.74,15.96,21.7,89.21,3.92
2023-08-21,188.125,219.104.166.666.667,619.375,NA,278.416.666.666.667,299.958.333.333.333,37.5,23.8,0,45,26961,166.907.755.647.046,0.6,0.3,4.83,24.04,31.38,77.08,3.79
2023-08-22,180.833.333.333.333,207.729.166.666.667,681.666.666.666.667,NA,277.708.333.333.333,2.938.125,36,22.3,0,31,20349,15.234.163.840.975,0.6,0.29,2.75,14.46,18.67,93.67,4.21
2023-08-23,2.3125,231.854.166.666.667,547.916.666.666.667,NA,270.375,313.208.333.333.333,39.1,25.6,0,36,25488,141.242.937.853.107,0.6,0.29,3.12,17,21.5,83.67,3.88
2023-08-24,291.458.333.333.333,2.259.375,689.375,NA,277.604.166.666.667,298.479.166.666.667,35.5,22.8,0,34,18733,181.497.891.421.556,0.6,0.3,2.25,13.42,16.62,80.62,3.83
2023-08-25,2.5125,213,807.291.666.666.667,NA,269.395.833.333.333,278.145.833.333.333,33.9,21.8,0,25,15674,15.949.980.860.023,0.6,0.31,2.17,20,23.29,69.75,3.96
2023-08-26,251.875,138.604.166.666.667,848.333.333.333.333,NA,145.208.333.333.333,262.125,30.8,21.6,4.9,9,6403,140.559.112.915.821,0.6,0.32,2.33,18.46,21.75,48.67,3.96
2023-08-27,220.625,249.375,950.625,NA,326.458.333.333.333,193.875,24.8,15.9,36.3,3,1803,166.389.351.081.531,0.6,0.34,1.96,04.04,07.08,67.12,4
2023-08-28,329.583.333.333.333,264.458.333.333.333,57.875,NA,244.958.333.333.333,2.278.125,31.1,15.6,0,39,22154,176.040.444.163.582,0.6,0.5,3.42,9.83,14.71,64.54,4
2023-08-29,306.875,1.965.625,654.166.666.666.667,NA,287.041.666.666.667,2.264.375,28.8,15.3,24.3,37,23305,15.876.421.368.805,0.6,0.53,2.62,14.21,18.04,72.29,4
2023-08-30,237.708.333.333.333,172.083.333.333.333,879.583.333.333.333,NA,171.729.166.666.667,213.895.833.333.333,25.6,18.3,41.8,43,27075,15.881.809.787.627,0.6,0.45,2.71,9.54,13.54,73.5,04.08
2023-08-31,269.583.333.333.333,257.520.833.333.333,72.875,NA,278.875,230.291.666.666.667,28,18.9,0,37,22828,162.081.654.108.989,0.6,0.45,03.05,10.14,14.52,66.88,3.73
2023-09-01,271.041.666.666.667,235.5,818.333.333.333.333,NA,2.425.625,239.833.333.333.333,28.8,19.6,0,37,22604,163.687.842.859.671,0.6,0.51,2.42,14.21,17.79,69.42,3.25
2023-09-02,356.666.666.666.667,131.604.166.666.667,792.708.333.333.333,NA,109.229.166.666.667,240.708.333.333.333,25.9,21.7,0,5,4012,124.626.121.635.095,0.6,0.41,2.17,10.33,13.46,88.83,3.88
2023-09-03,407.708.333.333.333,63.25,523.958.333.333.333,NA,156.708.333.333.333,2.585.625,29,23.2,0,6,5170,11.605.415.860.735,0.6,0.37,3.79,15.92,21.54,87.21,4.46
2023-09-04,365.208.333.333.333,658.333.333.333.333,445.208.333.333.333,NA,222.958.333.333.333,2.753.125,30.3,24.7,0,53,29892,177.304.964.539.007,0.61,0.4,4,18.42,24.25,81.62,3.96
2023-09-05,242.083.333.333.333,135.291.666.666.667,716.875,NA,233.770.833.333.333,25.325,28.5,21.6,0,35,21417,163.421.580.987.066,0.6,0.41,2.92,19.46,23.54,84.42,3.88
2023-09-06,231.041.666.666.667,198.791.666.666.667,74.625,NA,238.875,23.85,28.7,19.5,0,43,29631,145.118.288.279.167,0.6,0.41,3.21,16.96,21.58,77.79,4.17
2023-09-07,206.875,229.708.333.333.333,776.458.333.333.333,NA,266.541.666.666.667,226.208.333.333.333,28,18.4,0,45,29190,154.162.384.378.212,0.6,0.35,2.96,16.58,20.83,91.46,4.46
2023-09-08,210.208.333.333.333,232.625,745.208.333.333.333,NA,2.625.625,224.354.166.666.667,28.9,17.4,0,9,5202,173.010.380.622.837,0.6,0.28,2.29,10.62,13.83,98.88,4.21
2023-09-09,1.95,240.916.666.666.667,801.875,NA,258.104.166.666.667,22.175,28.1,17.2,0,13,7816,16.632.548.618.219,0.6,0.32,2.62,12.75,16.29,78,4.17
2023-09-10,178.958.333.333.333,225.958.333.333.333,829.791.666.666.667,NA,249.895.833.333.333,225.729.166.666.667,28.4,17.4,0,8,5646,141.693.234.148.069,0.6,0.3,2.17,11.04,14.04,72.79,3.58
2023-09-11,193.333.333.333.333,2.388.125,857.916.666.666.667,NA,204.5,235.020.833.333.333,28.8,18.5,0,18,11731,153.439.604.466.797,0.62,0.33,3.46,20.08,25.12,68.71,3.79
2023-09-12,193.541.666.666.667,212.583.333.333.333,865.625,NA,164,235.708.333.333.333,28.3,19.2,0,45,26271,171.291.538.198.013,0.6,0.3,4.17,19.21,25.17,76.62,4
2023-09-13,2.325,216.270.833.333.333,727.083.333.333.333,NA,230.875,24.1,29.4,19.9,0,60,33428,179.490.247.696.542,0.6,0.31,3.12,13.42,18.04,70.08,04.08
2023-09-14,256.041.666.666.667,249.041.666.666.667,802.083.333.333.333,NA,228.125,231.104.166.666.667,29.1,19.4,0.1,57,31487,181.027.090.545.304,0.6,0.31,3.25,20.67,25.33,60.62,4
2023-09-15,216.875,248.958.333.333.333,945.416.666.666.667,NA,567.708.333.333.333,206.458.333.333.333,25.2,18.8,29.6,42,26231,160.115.893.408.562,0.6,0.3,2.42,13.62,17.17,68.5,3.71
2023-09-16,198.333.333.333.333,254.5,886.875,NA,224.875,230.854.166.666.667,28.6,18.8,0.1,14,6719,208.364.339.931.537,0.6,0.31,2.75,20.12,23.96,64.46,3.71
2023-09-17,2.325,221.083.333.333.333,893.333.333.333.333,NA,191.895.833.333.333,2.471.875,29.1,20.9,0,19,14093,134.818.704.321.294,0.6,0.3,2.54,16,19.71,74.29,3.71
2023-09-18,257.708.333.333.333,270.708.333.333.333,705.625,NA,207.604.166.666.667,246.729.166.666.667,29.2,18.4,0,66,40944,161.195.779.601.407,0.6,0.32,3.83,13.67,19.46,59.92,4
2023-09-19,198.541.666.666.667,2.474.375,781.666.666.666.667,NA,139.645.833.333.333,22.1,27.1,18.6,1.7,45,29299,153.588.859.688.044,0.6,0.3,3,13.88,18.33,71.46,04.04
2023-09-20,236.666.666.666.667,254.520.833.333.333,897.916.666.666.667,NA,106.958.333.333.333,206.791.666.666.667,24.1,17.1,12.4,39,21919,177.927.825.174.506,0.65,0.31,7.79,16.25,28.08,71.12,4.25
2023-09-21,317.708.333.333.333,271.916.666.666.667,736.875,NA,181.25,2.221.875,27.3,17.5,0,45,22205,202.657.059.220.896,0.6,0.26,3,7.88,12.29,65.21,4
2023-09-22,211.458.333.333.333,281.145.833.333.333,562.708.333.333.333,NA,233,216.541.666.666.667,26.9,15.2,0,39,21457,18.175.886.657.035,0.6,0.32,2.38,7.88,11.21,71.21,04.04
2023-09-23,236.666.666.666.667,243.479.166.666.667,649.375,NA,235.166.666.666.667,196.729.166.666.667,24.9,15.8,0,9,6278,143.357.757.247.531,0.6,0.35,2.29,6.96,10.17,74.29,4.21
2023-09-24,262.083.333.333.333,2.516.875,771.458.333.333.333,NA,2.244.375,20.5,26.1,15.9,0,8,3657,218.758.545.255.674,0.6,0.54,3.75,14.71,20.17,64.67,4.58
2023-09-25,186.875,217.583.333.333.333,804.166.666.666.667,NA,2.169.375,20.45,26.5,16.2,0,77,38661,199.167.119.319.211,0.61,0.57,4.29,11,17.42,66.21,4
2023-09-26,229.583.333.333.333,257.520.833.333.333,834.375,NA,228.25,205.041.666.666.667,26.7,15.9,0,66,38143,173.033.059.801.274,0.61,0.51,3.5,12.25,17.33,74.33,4.33
2023-09-27,3.075,254.208.333.333.333,833.333.333.333.333,NA,221.854.166.666.667,211.333.333.333.333,26.7,16.4,0,45,24090,186.799.501.867.995,0.61,0.53,4.83,16.17,23.21,62,4
2023-09-28,309.375,255.270.833.333.333,869.166.666.666.667,NA,2.104.375,213.791.666.666.667,26.4,17.1,0,57,31061,183.509.867.679.727,0.62,0.54,5.25,21.42,29.08,65.12,4.29
2023-09-29,193.958.333.333.333,253.25,812.083.333.333.333,NA,2.104.375,2.265.625,28.9,17.7,0,53,26601,199.240.630.051.502,0.6,0.51,4.62,13.58,20.38,78.38,4.38
2023-09-30,261.041.666.666.667,257.354.166.666.667,719.166.666.666.667,NA,213.770.833.333.333,234.770.833.333.333,30,19.1,0,10,6118,1.634.521.085.322,0.6,0.56,2.75,15.92,19.88,75.92,4.25
2023-10-01,223.125,185.229.166.666.667,813.958.333.333.333,NA,203.145.833.333.333,225.645.833.333.333,27.1,18.8,0,12,7504,159.914.712.153.518,0.63,0.59,3.67,19.04,24.62,66.5,4.12
2023-10-02,192.307.692.307.692,238.564.102.564.103,855.641.025.641.026,NA,204.666.666.666.667,227.538.461.538.462,27.8,18,0,87,45889,18.958.791.867.332,0.6,0.57,5.25,20.46,28.21,59.04,4
2023-10-05,106.363.636.363.636,274.363.636.363.636,100,NA,0,190.090.909.090.909,20.8,18,0,49,25883,189.313.448.981.957,0.6,0.24,3.25,17.46,22.21,70.17,05.04
2023-10-06,1.65,302.5,100,NA,0,19.2,19.5,18.9,0,37,20205,18.312.298.935.907,0.6,0.23,2.5,14.54,17.92,75,5.12
2023-10-08,186.363.636.363.636,237.681.818.181.818,880.909.090.909.091,NA,130.045.454.545.455,212.545.454.545.455,28.2,17,0,8,4689,170.612.070.804.009,0.61,0.24,4.25,14.88,21,62.12,5.29
2023-10-09,2.725,2.610.625,885.625,NA,189.833.333.333.333,205.583.333.333.333,26.2,15.5,0.2,65,35862,181.250.348.558.363,0.66,0.27,7.59,16.73,28.14,60.05,5.18
2023-10-10,301.875,265.520.833.333.333,86.875,NA,1.914.375,203.395.833.333.333,26.4,15.6,0,55,32867,167.341.102.017.221,0.63,0.25,4.79,14.46,21.5,62.67,5.21
2023-10-11,267.083.333.333.333,263.229.166.666.667,869.166.666.666.667,NA,191.458.333.333.333,201.145.833.333.333,26.5,15.6,0,57,28017,203.447.906.628.119,0.6,0.34,2.92,11.17,15.62,63.33,5.25
2023-10-12,433.333.333.333.333,281.777.777.777.778,NA,NA,212.25,19,24,16,0,19,12258,155.000.815.793.767,0.62,0.33,4.88,14.21,21.58,68.04,5
2023-10-13,320.625,264.020.833.333.333,876.458.333.333.333,NA,183,206.916.666.666.667,26.3,16.2,0.1,55,28968,189.864.678.265.672,0.6,0.32,2.42,16.83,20.38,66.54,5.38
2023-10-14,185.833.333.333.333,224.375,835.208.333.333.333,NA,140.541.666.666.667,20.85,26.7,16.9,0,23,16637,138.246.078.018.874,0.6,0.31,2.58,14.88,18.46,50.29,5
2023-10-15,2.0375,211.25,900.416.666.666.667,NA,584.375,1.953.125,21.5,17.9,6.7,19,12715,149.429.807.314.196,0.6,0.33,4.43,24.86,31.38,44,05.04
2023-10-16,164.375,162.583.333.333.333,936.041.666.666.667,NA,68.875,189.854.166.666.667,21.4,16.7,6.9,64,32710,195.658.819.932.742,0.6,0.34,5.29,17.12,25.29,42.25,4.1
2023-10-17,1.65,275.354.166.666.667,929.583.333.333.333,NA,113.166.666.666.667,199.729.166.666.667,24.9,15.9,0.1,61,30021,203.191.099.563.639,0.7,0.37,7.12,17.92,28.54,50.17,03.08
2023-10-18,278.333.333.333.333,263.520.833.333.333,854.375,NA,163.166.666.666.667,217.208.333.333.333,26.2,16.2,0,46,24271,189.526.595.525.524,0.65,0.45,3.48,12.65,17.91,63.04,03.08
2023-10-19,351.041.666.666.667,235.229.166.666.667,796.041.666.666.667,NA,1.030.625,208.166.666.666.667,24.7,15.4,4.2,49,27297,179.506.905.520.753,0.6,0.36,1.96,7.83,10.67,75.46,03.04
2023-10-20,372.083.333.333.333,258.875,638.541.666.666.667,NA,138.25,190.666.666.666.667,23.1,14.4,0.8,40,23454,170.546.601.858.958,0.6,0.23,2.12,7.25,10.33,74.88,3
2023-10-21,261.458.333.333.333,290.645.833.333.333,55.375,NA,158.145.833.333.333,166.125,21.9,10.3,0,10,5962,167.728.950.016.773,0.6,0.28,2.88,12.75,16.79,66.92,3.12
2023-10-22,2.3,189.625,634.791.666.666.667,NA,110.354.166.666.667,162.041.666.666.667,21.6,10.2,0,22,14733,149.324.645.353.967,0.61,0.38,2.88,15.17,19.33,68.29,3
2023-10-23,281.875,201.291.666.666.667,819.791.666.666.667,NA,110,203.875,25,14.8,0.1,67,35022,191.308.320.484.267,0.63,0.3,3.75,10.75,16.21,61.67,3
2023-10-24,268.125,279.958.333.333.333,660.208.333.333.333,NA,1.635.625,177.770.833.333.333,22.8,13.5,3.5,58,31028,186.927.936.057.754,0.6,0.23,2.25,06.08,9.38,69.08,03.04
2023-10-25,254.791.666.666.667,270.854.166.666.667,59.125,NA,113.541.666.666.667,1.915.625,24.1,11.5,0,52,29569,175.859.853.224.661,0.64,0.28,7.46,16,27.04,49.18,3.33
2023-10-26,2.925,233.041.666.666.667,697.708.333.333.333,NA,946.875,205.125,23.6,16.5,0,56,28165,198.828.333.037.458,0.61,0.23,02.04,8.12,11.21,73.67,3
2023-10-27,3.6,2.768.125,496.041.666.666.667,NA,1.401.875,191.916.666.666.667,23.5,14.7,0,44,24542,179.284.491.891.451,0.67,0.27,3.29,11.79,16.67,64.29,3.25
2023-10-28,259.791.666.666.667,234.666.666.666.667,769.791.666.666.667,NA,157.916.666.666.667,164.333.333.333.333,23.6,9.9,0,8,5422,147.547.030.616.009,0.63,0.33,4,14.48,20.26,49.65,03.09
2023-10-29,288.958.333.333.333,268.208.333.333.333,856.875,NA,130.375,160.708.333.333.333,21.9,11.8,0,8,4342,184.246.890.833.717,0.63,0.38,4.88,15.67,22.83,48.79,03.04
2023-10-30,2.925,284.916.666.666.667,832.708.333.333.333,NA,117.166.666.666.667,165.083.333.333.333,22.4,11,0.5,61,35009,174.240.909.480.419,0.65,0.29,5.71,17.04,25.5,44.92,3
2023-10-31,212.708.333.333.333,286.041.666.666.667,697.291.666.666.667,NA,115.125,1.434.375,20.2,10.1,0,47,26413,177.942.679.741.037,0.62,0.27,3.54,14.67,20.04,47.12,3.58
2023-11-01,290.208.333.333.333,267.208.333.333.333,717.916.666.666.667,NA,114.791.666.666.667,152.708.333.333.333,20.9,8.2,0,16,9806,163.165.408.933.306,0.6,0.22,1.88,4.5,7,72,03.08
2023-11-02,554.375,249.041.666.666.667,628.125,NA,558.125,178.083.333.333.333,21.6,12.7,0.7,71,36474,194.659.209.299.775,0.6,0.2,02.04,3.54,6.21,73.29,3
2023-11-03,468.541.666.666.667,271.979.166.666.667,458.125,NA,122.791.666.666.667,145.104.166.666.667,19.8,9.2,0,58,30138,192.448.072.201.208,0.6,0.2,2,5.29,8.33,67.54,3.62
2023-11-04,449.791.666.666.667,2.551.875,613.125,NA,812.708.333.333.333,161.708.333.333.333,20.5,8.8,0.1,20,10673,18.738.873.793.685,0.61,0.2,1.75,4.38,6.96,72.5,3
2023-11-05,465.625,260.520.833.333.333,442.916.666.666.667,NA,146.354.166.666.667,169.458.333.333.333,21.1,10,0,14,10020,139.720.558.882.236,0.63,0.26,4.38,15,21.58,47.33,03.08
2023-11-06,169.375,2.655.625,69,NA,142.125,1.320.625,20.9,5.3,0,67,35320,189.694.224.235.561,0.63,0.27,7.38,18.54,29.5,46.79,3.83
2023-11-07,273.125,274.104.166.666.667,650.625,NA,140.416.666.666.667,113.791.666.666.667,17.8,5.9,0,67,38469,17.416.621.175.492,0.6,0.23,4.17,10.58,16.5,61.46,3.46
2023-11-08,299.583.333.333.333,265.291.666.666.667,673.958.333.333.333,NA,136.791.666.666.667,115.104.166.666.667,17.6,5.7,0,57,33469,170.306.851.115.958,0.62,0.31,6.42,21.42,30.83,45.33,3.38
2023-11-09,138.958.333.333.333,268.104.166.666.667,871.458.333.333.333,NA,444.583.333.333.333,116.229.166.666.667,16.6,6.8,0.8,59,35899,164.349.981.893.646,0.62,0.27,3.75,11.96,17.38,59.04,3.46
2023-11-10,280.416.666.666.667,266.145.833.333.333,643.333.333.333.333,NA,116.916.666.666.667,149.416.666.666.667,20.4,9.5,0,68,39642,171.535.240.401.594,0.62,0.34,5.62,21.21,29.58,35.33,3.54
2023-11-11,155.416.666.666.667,218.895.833.333.333,821.041.666.666.667,NA,107.166.666.666.667,143.208.333.333.333,20.1,9.6,0,26,15471,168.056.363.518.842,0.65,0.34,4.71,17.83,24.71,35.17,3.46
2023-11-12,177.291.666.666.667,233.041.666.666.667,839.791.666.666.667,NA,925.208.333.333.333,1.626.875,23.4,11.5,0.1,16,12697,12.601.401.905.962,0.86,0.41,10.81,24.48,40.62,30.08,3.1
2023-11-13,253.958.333.333.333,2.535.625,797.708.333.333.333,NA,117.541.666.666.667,167.916.666.666.667,22.9,11.5,0,94,44748,210.065.254.313.042,0.74,0.42,9.92,24.83,40.04,27.5,03.04
2023-11-14,225.416.666.666.667,261,771.666.666.666.667,NA,121.083.333.333.333,176.520.833.333.333,24.2,12.1,0,74,33887,218.372.827.337.917,0.64,0.36,5.5,16.62,24.58,44.79,03.04
2023-11-15,155.416.666.666.667,234.708.333.333.333,858.541.666.666.667,NA,485.416.666.666.667,1.648.125,19,12.3,0,69,41162,167.630.338.661.873,0.81,0.44,12.25,25.88,44.29,27.79,3.29
2023-11-16,2.1625,225.25,937.083.333.333.333,NA,842.916.666.666.667,1.524.375,20.1,10.5,0,53,24762,214.037.638.316.776,0.68,0.33,8.83,23.96,37.21,32.67,3
2023-11-17,170.208.333.333.333,237,849.791.666.666.667,NA,121.666.666.666.667,151.083.333.333.333,21.4,11.5,0,39,21499,181.403.786.222.615,0.68,0.35,5.58,16.71,25.04,41.21,3.12
2023-11-18,272.916.666.666.667,267.583.333.333.333,881.875,NA,115.645.833.333.333,141.458.333.333.333,19.4,11.1,0,16,10931,146.372.701.491.172,0.65,0.34,4.25,13.5,19.83,41.08,03.08
2023-11-19,1.9375,256.520.833.333.333,855.625,NA,118.208.333.333.333,140.395.833.333.333,20.3,9.9,0,15,12327,121.684.108.055.488,0.8,0.43,10.17,32.92,48.17,28.92,03.08
2023-11-20,154.791.666.666.667,265.979.166.666.667,898.958.333.333.333,NA,110.354.166.666.667,130.895.833.333.333,19.6,8.4,0,96,45027,213.205.410.087.281,0.66,0.29,4.96,16.75,24,49,3
2023-11-21,179.791.666.666.667,2.376.875,720.416.666.666.667,NA,108.125,138.270.833.333.333,18.2,10.3,0,92,50219,183.197.594.535.933,0.64,0.36,7.88,19.79,31.46,50.92,3.25
2023-11-22,252.083.333.333.333,238.041.666.666.667,44.375,NA,117.770.833.333.333,138.708.333.333.333,20.9,6.3,0,64,35832,178.611.297.164.546,0.78,0.44,7.67,24.79,36.38,35.88,3.38
2023-11-23,326.458.333.333.333,308.979.166.666.667,489.166.666.666.667,NA,118.770.833.333.333,11.2375,18.3,6,0,57,34454,165.437.975.271.376,0.66,0.33,6.17,20.25,29.54,43.62,3.33
2023-11-24,615.238.095.238.095,324.666.666.666.667,529.523.809.523.809,NA,782.727.272.727.273,103.285.714.285.714,12.9,9.5,0,52,24159,215.240.697.048.719,0.61,0.26,3.42,11.25,16.42,49.83,3.21
2023-12-09,2.56,273.111.111.111.111,737.111.111.111.111,NA,924.444.444.444.444,111.866.666.666.667,17.4,7.2,0,43,28201,152.476.862.522.606,0.74,NA,5.21,17.38,25.33,37.21,3.42
2023-12-10,244.791.666.666.667,2.684.375,782.916.666.666.667,NA,876.875,131.916.666.666.667,19.2,8.8,0,17,11143,152.562.146.639.146,1.14,0.48,19.05,32.14,60.9,13.38,3.33
2023-12-11,197.708.333.333.333,284.75,80.75,NA,807.708.333.333.333,13.9,21,9.5,0,117,55705,210.035.005.834.306,1.24,0.38,27.58,40.71,82.83,13.25,3.58
2023-12-12,206.875,292.75,73.125,NA,42.625,144.854.166.666.667,20,10.9,0,74,40987,180.545.050.869.788,0.61,0.21,2.29,09.04,12.29,58.29,03.04
2023-12-13,3.6875,287.541.666.666.667,621.875,NA,33.375,138.104.166.666.667,16.7,10.6,0,74,36231,204.244.983.577.599,0.6,0.2,1.79,5.62,8.38,63.21,3
