date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,c6h6,co,no,no2,nox,o3,so2,casos_total,poblacio_total,incidencia_1000
2023-08-09,322.083.333.333.333,243.520.833.333.333,773.333.333.333.333,NA,283.083.333.333.333,257.645.833.333.333,31.4,19.4,0,0.6,0.36,7.83,20.75,32.29,55,4.67,55,27397,200.751.907.143.118
2023-08-10,2.4,210.125,744.583.333.333.333,NA,260.75,264.125,33.2,20.7,0,0.6,0.26,3.88,16.46,22.12,76.67,3.96,35,16370,213.805.742.211.362
2023-08-11,3.35,248.895.833.333.333,636.041.666.666.667,NA,3.039.375,2.705.625,33.4,21.1,0,0.6,0.22,4.83,25.83,33.17,69.21,4.92,29,15135,191.608.853.650.479
2023-08-12,217.916.666.666.667,171.291.666.666.667,76.75,NA,292.083.333.333.333,264.395.833.333.333,31.4,20.9,0,0.6,0.23,3,18.25,22.79,77.46,4.21,39,23807,163.817.364.640.652
2023-08-13,196.875,2.173.125,80.625,NA,2.869.375,267.333.333.333.333,32.3,22.1,0,0.6,0.24,3.38,12.92,17.88,67.5,3.88,55,26489,207.633.357.242.629
2023-08-14,02.05,196.791.666.666.667,77.5,NA,296.083.333.333.333,2.721.875,33.4,21.8,0,0.62,0.23,5.88,17.08,25.92,55.92,04.04,36,20800,173.076.923.076.923
2023-08-15,233.958.333.333.333,193.541.666.666.667,775.416.666.666.667,NA,280.916.666.666.667,26.925,32,21.8,0,0.61,0.22,3.21,17.12,21.54,63.83,4.29,49,25276,19.385.978.794.113
2023-08-16,239.375,155.479.166.666.667,812.916.666.666.667,NA,168.770.833.333.333,263.041.666.666.667,30.3,22.1,0,0.71,0.26,4.42,19.08,25.58,58,4.25,39,23235,167.850.225.952.227
2023-08-17,302.916.666.666.667,884.791.666.666.667,81.625,NA,2.753.125,272.291.666.666.667,30.5,23.1,0,0.6,0.2,03.04,11.08,15.46,78.5,04.08,54,28453,189.786.665.729.449
2023-08-18,193.125,215.020.833.333.333,814.583.333.333.333,NA,252.229.166.666.667,264.270.833.333.333,31.8,22.1,0,0.6,0.23,7,18.04,28.58,66.83,3.62,31,16718,185.428.879.052.518
2023-08-19,192.708.333.333.333,197.145.833.333.333,821.875,NA,230.25,266.645.833.333.333,31.9,21.3,0,0.6,0.25,3.42,17.92,22.92,58.38,03.04,50,32116,155.685.639.556.607
2023-08-20,201.458.333.333.333,2.313.125,68.125,NA,274.458.333.333.333,291.770.833.333.333,36,22.5,0,0.6,0.27,3.42,19.46,24.54,64.17,03.08,64,34572,185.120.907.092.445
2023-08-21,188.125,219.104.166.666.667,619.375,NA,278.416.666.666.667,299.958.333.333.333,37.5,23.8,0,0.6,0.31,5.67,28.21,36.46,68.92,3.17,51,33457,152.434.468.123.263
2023-08-22,180.833.333.333.333,207.729.166.666.667,681.666.666.666.667,NA,277.708.333.333.333,2.938.125,36,22.3,0,0.65,0.35,9.42,29.33,43.42,63.96,3.38,49,32050,152.886.115.444.618
2023-08-23,2.3125,231.854.166.666.667,547.916.666.666.667,NA,270.375,313.208.333.333.333,39.1,25.6,0,0.67,0.33,3.54,25.42,30.62,81.5,3.5,36,19243,187.081.016.473.523
2023-08-24,291.458.333.333.333,2.259.375,689.375,NA,277.604.166.666.667,298.479.166.666.667,35.5,22.8,0,0.6,0.33,06.08,28.5,37.71,65.79,3.33,52,29502,176.259.236.661.921
2023-08-25,2.5125,213,807.291.666.666.667,NA,269.395.833.333.333,278.145.833.333.333,33.9,21.8,0,0.6,0.32,06.04,20.54,29.67,62.79,3.17,32,17931,178.461.881.657.465
2023-08-26,251.875,138.604.166.666.667,848.333.333.333.333,NA,145.208.333.333.333,262.125,30.8,21.6,4.9,0.62,0.3,1.88,11.25,13.75,69.5,3.38,33,22489,146.738.405.442.661
2023-08-27,220.625,249.375,950.625,NA,326.458.333.333.333,193.875,24.8,15.9,36.3,0.6,0.28,2.33,17.96,21.33,39.42,3.83,66,40325,163.670.179.789.213
2023-08-28,329.583.333.333.333,264.458.333.333.333,57.875,NA,244.958.333.333.333,2.278.125,31.1,15.6,0,0.6,0.22,4.29,17.38,23.88,55.5,3.88,78,44533,175.151.011.609.368
2023-08-29,306.875,1.965.625,654.166.666.666.667,NA,287.041.666.666.667,2.264.375,28.8,15.3,24.3,0.61,0.23,3.83,17.79,23.54,59.96,3.62,53,33568,157.888.465.204.957
2023-08-30,237.708.333.333.333,172.083.333.333.333,879.583.333.333.333,NA,171.729.166.666.667,213.895.833.333.333,25.6,18.3,41.8,0.61,0.31,3.33,16.25,21.12,68.92,3.92,48,30958,155.048.775.760.708
2023-08-31,269.583.333.333.333,257.520.833.333.333,72.875,NA,278.875,230.291.666.666.667,28,18.9,0,0.6,0.32,4.96,23.25,30.67,59.25,3.96,46,24354,188.880.676.685.555
2023-09-01,271.041.666.666.667,235.5,818.333.333.333.333,NA,2.425.625,239.833.333.333.333,28.8,19.6,0,0.6,0.31,6.75,24.46,34.62,52.83,4.67,28,16865,166.024.310.702.639
2023-09-02,356.666.666.666.667,131.604.166.666.667,792.708.333.333.333,NA,109.229.166.666.667,240.708.333.333.333,25.9,21.7,0,0.6,0.3,2.17,13.54,16.75,66.92,4,38,21356,177.935.943.060.498
2023-09-03,407.708.333.333.333,63.25,523.958.333.333.333,NA,156.708.333.333.333,2.585.625,29,23.2,0,0.6,0.22,1.75,13.62,16.38,88.17,4.42,44,27513,159.924.399.374.841
2023-09-04,365.208.333.333.333,658.333.333.333.333,445.208.333.333.333,NA,222.958.333.333.333,2.753.125,30.3,24.7,0,0.61,0.24,02.04,15.38,18.33,93.5,4.62,59,37191,158.640.531.311.339
2023-09-05,242.083.333.333.333,135.291.666.666.667,716.875,NA,233.770.833.333.333,25.325,28.5,21.6,0,0.61,0.31,3.71,20.96,26.21,77.88,4.5,53,32111,165.052.474.230.015
2023-09-06,231.041.666.666.667,198.791.666.666.667,74.625,NA,238.875,23.85,28.7,19.5,0,0.66,0.35,7.42,23.08,34.38,74.25,4.62,45,27724,162.314.240.369.355
2023-09-07,206.875,229.708.333.333.333,776.458.333.333.333,NA,266.541.666.666.667,226.208.333.333.333,28,18.4,0,0.61,0.34,9.67,29.33,43.62,58.33,5.46,28,16382,170.919.301.672.567
2023-09-08,210.208.333.333.333,232.625,745.208.333.333.333,NA,2.625.625,224.354.166.666.667,28.9,17.4,0,0.62,0.27,8.33,32.25,44.62,66.42,6.25,32,19252,166.216.496.987.326
2023-09-09,1.95,240.916.666.666.667,801.875,NA,258.104.166.666.667,22.175,28.1,17.2,0,0.6,0.21,3.38,24.88,29.75,75.29,5.92,40,24278,164.758.217.316.089
2023-09-10,178.958.333.333.333,225.958.333.333.333,829.791.666.666.667,NA,249.895.833.333.333,225.729.166.666.667,28.4,17.4,0,0.6,0.2,3.92,22.12,27.83,60.88,5.29,52,29963,173.547.375.095.952
2023-09-11,193.333.333.333.333,2.388.125,857.916.666.666.667,NA,204.5,235.020.833.333.333,28.8,18.5,0,0.6,0.21,3.88,19.29,24.92,55.96,5.29,95,53035,179.126.991.609.315
2023-09-12,193.541.666.666.667,212.583.333.333.333,865.625,NA,164,235.708.333.333.333,28.3,19.2,0,0.63,0.23,6.75,24.33,34.38,53.38,4.96,55,30672,179.316.640.584.246
2023-09-13,2.325,216.270.833.333.333,727.083.333.333.333,NA,230.875,24.1,29.4,19.9,0,0.65,0.24,4.71,20,26.92,67.54,4.79,56,30491,183.660.752.353.153
2023-09-14,256.041.666.666.667,249.041.666.666.667,802.083.333.333.333,NA,228.125,231.104.166.666.667,29.1,19.4,0.1,0.62,0.26,6.83,28.79,38.92,47.62,5.42,57,34628,164.606.676.677.833
2023-09-15,216.875,248.958.333.333.333,945.416.666.666.667,NA,567.708.333.333.333,206.458.333.333.333,25.2,18.8,29.6,0.64,0.29,8.42,32.71,45.5,38.12,5.88,42,22326,188.121.472.722.386
2023-09-16,198.333.333.333.333,254.5,886.875,NA,224.875,230.854.166.666.667,28.6,18.8,0.1,0.6,0.26,3.62,20.88,26.29,47.38,4.79,40,15204,263.088.660.878.716
2023-09-17,2.325,221.083.333.333.333,893.333.333.333.333,NA,191.895.833.333.333,2.471.875,29.1,20.9,0,0.6,0.32,3.54,18.04,23.04,47.46,4.92,100,47393,21.100.162.471.251
2023-09-18,257.708.333.333.333,270.708.333.333.333,705.625,NA,207.604.166.666.667,246.729.166.666.667,29.2,18.4,0,0.6,0.27,4.17,18.46,24.83,63.33,4.25,60,29769,201.551.950.015.116
2023-09-19,198.541.666.666.667,2.474.375,781.666.666.666.667,NA,139.645.833.333.333,22.1,27.1,18.6,1.7,0.64,0.3,10.38,26.62,42.38,43.5,5.79,116,55816,207.825.713.057.188
2023-09-20,236.666.666.666.667,254.520.833.333.333,897.916.666.666.667,NA,106.958.333.333.333,206.791.666.666.667,24.1,17.1,12.4,0.6,0.26,5.29,23.75,31.58,54.83,5.12,95,47672,199.278.402.416.513
2023-09-21,317.708.333.333.333,271.916.666.666.667,736.875,NA,181.25,2.221.875,27.3,17.5,0,0.6,0.25,09.08,24.08,37.88,57.29,5.88,83,36762,225.776.617.159.023
2023-09-22,211.458.333.333.333,281.145.833.333.333,562.708.333.333.333,NA,233,216.541.666.666.667,26.9,15.2,0,0.6,0.24,6.79,22.25,32.42,57.92,4.58,69,29446,234.327.243.089.044
2023-09-23,236.666.666.666.667,243.479.166.666.667,649.375,NA,235.166.666.666.667,196.729.166.666.667,24.9,15.8,0,0.72,0.31,8.58,30.96,43.88,53.29,5.67,61,33365,182.826.315.000.749
2023-09-24,262.083.333.333.333,2.516.875,771.458.333.333.333,NA,2.244.375,20.5,26.1,15.9,0,0.6,0.25,13.75,33.71,54.62,46.42,5.96,61,35412,172.257.991.641.252
2023-09-25,186.875,217.583.333.333.333,804.166.666.666.667,NA,2.169.375,20.45,26.5,16.2,0,0.71,0.34,15.75,37.17,61.08,41.17,5.96,93,45047,206.451.040.024.863
2023-09-26,229.583.333.333.333,257.520.833.333.333,834.375,NA,228.25,205.041.666.666.667,26.7,15.9,0,0.67,0.3,14.25,32.96,54.38,42.38,6,118,53181,22.188.375.547.658
2023-09-27,3.075,254.208.333.333.333,833.333.333.333.333,NA,221.854.166.666.667,211.333.333.333.333,26.7,16.4,0,0.68,0.32,5.96,24.29,33.5,53.83,6,89,44637,199.386.159.464.122
2023-09-28,309.375,255.270.833.333.333,869.166.666.666.667,NA,2.104.375,213.791.666.666.667,26.4,17.1,0,0.6,0.31,10.12,25.25,40.58,47.42,6,94,53486,175.746.924.428.822
2023-09-29,193.958.333.333.333,253.25,812.083.333.333.333,NA,2.104.375,2.265.625,28.9,17.7,0,0.61,0.33,8.67,32.62,45.71,47.21,6,43,26125,164.593.301.435.407
2023-09-30,261.041.666.666.667,257.354.166.666.667,719.166.666.666.667,NA,213.770.833.333.333,234.770.833.333.333,30,19.1,0,0.62,0.31,2.62,27.5,31.67,59.25,6.25,52,28070,185.251.157.819.736
2023-10-01,223.125,185.229.166.666.667,813.958.333.333.333,NA,203.145.833.333.333,225.645.833.333.333,27.1,18.8,0,0.62,0.33,02.08,21.17,24.5,64.88,6.25,122,61471,198.467.570.073.693
2023-10-02,192.307.692.307.692,238.564.102.564.103,855.641.025.641.026,NA,204.666.666.666.667,227.538.461.538.462,27.8,18,0,0.66,0.39,14.04,29.33,50.58,45.17,6.38,56,30599,183.012.516.748.913
2023-10-05,106.363.636.363.636,274.363.636.363.636,100,NA,0,190.090.909.090.909,20.8,18,0,0.6,0.29,11.25,29.88,47,41.21,6.38,73,32309,225.943.235.630.939
2023-10-06,1.65,302.5,100,NA,0,19.2,19.5,18.9,0,0.72,0.28,14.42,29.54,51.29,47.75,5.38,53,25737,20.592.920.697.828
2023-10-08,186.363.636.363.636,237.681.818.181.818,880.909.090.909.091,NA,130.045.454.545.455,212.545.454.545.455,28.2,17,0,0.6,0.25,4.62,25.08,32.21,42.38,4.88,99,52966,186.912.358.871.729
2023-10-09,2.725,2.610.625,885.625,NA,189.833.333.333.333,205.583.333.333.333,26.2,15.5,0.2,0.65,0.24,8.25,26.71,39.25,44.38,4.67,79,37376,211.365.582.191.781
2023-10-10,301.875,265.520.833.333.333,86.875,NA,1.914.375,203.395.833.333.333,26.4,15.6,0,0.65,0.24,8.62,29.17,42.17,45.42,4.88,79,38113,207.278.356.466.298
2023-10-11,267.083.333.333.333,263.229.166.666.667,869.166.666.666.667,NA,191.458.333.333.333,201.145.833.333.333,26.5,15.6,0,0.65,0.25,9.75,33.29,48.17,38.54,4.67,51,27723,183.962.774.591.494
2023-10-12,433.333.333.333.333,281.777.777.777.778,NA,NA,212.25,19,24,16,0,0.6,0.24,5.21,27,34.92,44.21,4.62,94,47803,19.664.037.821.894
2023-10-13,320.625,264.020.833.333.333,876.458.333.333.333,NA,183,206.916.666.666.667,26.3,16.2,0.1,0.6,0.23,5.12,22.58,30.25,53.71,4.75,48,21591,222.314.853.411.144
2023-10-14,185.833.333.333.333,224.375,835.208.333.333.333,NA,140.541.666.666.667,20.85,26.7,16.9,0,0.6,0.25,3.21,25.75,30.62,48.33,4.92,61,35125,173.665.480.427.046
2023-10-15,2.0375,211.25,900.416.666.666.667,NA,584.375,1.953.125,21.5,17.9,6.7,0.6,0.23,3.75,23.17,28.79,40.08,4.96,102,51527,197.954.470.471.791
2023-10-16,164.375,162.583.333.333.333,936.041.666.666.667,NA,68.875,189.854.166.666.667,21.4,16.7,6.9,0.64,0.23,3.71,26.67,32.29,43.42,05.04,100,45272,220.887.082.523.414
2023-10-17,1.65,275.354.166.666.667,929.583.333.333.333,NA,113.166.666.666.667,199.729.166.666.667,24.9,15.9,0.1,0.67,0.3,15.62,29.25,53.04,28.5,4.77,73,39943,182.760.433.617.906
2023-10-18,278.333.333.333.333,263.520.833.333.333,854.375,NA,163.166.666.666.667,217.208.333.333.333,26.2,16.2,0,0.79,0.32,17.25,24.58,50.96,39.38,3.83,77,36987,208.181.252.872.631
2023-10-19,351.041.666.666.667,235.229.166.666.667,796.041.666.666.667,NA,1.030.625,208.166.666.666.667,24.7,15.4,4.2,0.82,0.23,8.79,19.38,32.88,55.12,3.46,76,37162,204.509.983.316.291
2023-10-20,372.083.333.333.333,258.875,638.541.666.666.667,NA,138.25,190.666.666.666.667,23.1,14.4,0.8,0.62,0.2,1.62,8.75,11.04,72.38,3.29,41,26490,154.775.386.938.467
2023-10-21,261.458.333.333.333,290.645.833.333.333,55.375,NA,158.145.833.333.333,166.125,21.9,10.3,0,0.6,0.2,1.25,09.04,11.17,74.42,2.38,35,19138,182.882.223.847.842
2023-10-22,2.3,189.625,634.791.666.666.667,NA,110.354.166.666.667,162.041.666.666.667,21.6,10.2,0,0.6,0.21,3.25,20.04,25.08,53.04,02.04,108,55133,195.889.938.875.084
2023-10-23,281.875,201.291.666.666.667,819.791.666.666.667,NA,110,203.875,25,14.8,0.1,0.89,0.34,4.29,19.12,25.62,65.29,2.75,77,41191,1.869.340.389.891
2023-10-24,268.125,279.958.333.333.333,660.208.333.333.333,NA,1.635.625,177.770.833.333.333,22.8,13.5,3.5,0.63,0.25,5.33,20.42,28.42,50.21,2.83,86,44963,191.268.376.220.448
2023-10-25,254.791.666.666.667,270.854.166.666.667,59.125,NA,113.541.666.666.667,1.915.625,24.1,11.5,0,0.85,0.22,1.96,12.33,15.33,60.67,2.21,86,45460,189.177.298.724.153
2023-10-26,2.925,233.041.666.666.667,697.708.333.333.333,NA,946.875,205.125,23.6,16.5,0,0.96,0.35,5.79,17.79,26.71,42.09,3,90,44683,201.418.884.139.382
2023-10-27,3.6,2.768.125,496.041.666.666.667,NA,1.401.875,191.916.666.666.667,23.5,14.7,0,0.73,0.21,1.46,8.67,11.08,75.54,2.5,38,19806,191.861.052.206.402
2023-10-28,259.791.666.666.667,234.666.666.666.667,769.791.666.666.667,NA,157.916.666.666.667,164.333.333.333.333,23.6,9.9,0,0.62,0.28,04.08,19.12,25.17,50.58,2.67,49,24939,196.479.409.759.814
2023-10-29,288.958.333.333.333,268.208.333.333.333,856.875,NA,130.375,160.708.333.333.333,21.9,11.8,0,0.61,0.3,5.87,25.43,34.3,37.52,2.83,123,56799,216.553.108.329.372
2023-10-30,2.925,284.916.666.666.667,832.708.333.333.333,NA,117.166.666.666.667,165.083.333.333.333,22.4,11,0.5,0.61,0.28,12.25,25.1,43.45,38.42,3,64,33071,193.523.026.216.322
2023-10-31,212.708.333.333.333,286.041.666.666.667,697.291.666.666.667,NA,115.125,1.434.375,20.2,10.1,0,0.79,0.27,11.08,28.58,45.46,36.12,2.92,43,18802,228.699.074.566.535
2023-11-01,290.208.333.333.333,267.208.333.333.333,717.916.666.666.667,NA,114.791.666.666.667,152.708.333.333.333,20.9,8.2,0,0.62,0.28,7,22.33,32.92,37.58,2.75,98,52525,186.577.820.085.673
2023-11-02,554.375,249.041.666.666.667,628.125,NA,558.125,178.083.333.333.333,21.6,12.7,0.7,0.6,0.25,1.96,7.79,10.58,68.67,2.96,82,41132,199.358.163.959.934
2023-11-03,468.541.666.666.667,271.979.166.666.667,458.125,NA,122.791.666.666.667,145.104.166.666.667,19.8,9.2,0,0.89,0.2,1.46,7.38,9.67,71.71,02.04,49,25545,191.818.359.757.291
2023-11-04,449.791.666.666.667,2.551.875,613.125,NA,812.708.333.333.333,161.708.333.333.333,20.5,8.8,0.1,0.6,0.26,1.75,10.71,13.5,60.58,2.25,60,30194,198.714.976.485.394
2023-11-05,465.625,260.520.833.333.333,442.916.666.666.667,NA,146.354.166.666.667,169.458.333.333.333,21.1,10,0,0.6,0.22,01.08,6.75,8.67,73.21,2.29,115,50418,228.093.141.338.411
2023-11-06,169.375,2.655.625,69,NA,142.125,1.320.625,20.9,5.3,0,0.84,0.33,13.29,28.38,48.33,42.5,02.04,103,55786,184.634.137.597.247
2023-11-07,273.125,274.104.166.666.667,650.625,NA,140.416.666.666.667,113.791.666.666.667,17.8,5.9,0,0.65,0.33,10.5,28.54,44.42,34.46,02.04,73,40719,179.277.487.168.152
2023-11-08,299.583.333.333.333,265.291.666.666.667,673.958.333.333.333,NA,136.791.666.666.667,115.104.166.666.667,17.6,5.7,0,0.6,0.31,05.08,26.04,33.38,43,2,95,49844,190.594.655.324.613
2023-11-09,138.958.333.333.333,268.104.166.666.667,871.458.333.333.333,NA,444.583.333.333.333,116.229.166.666.667,16.6,6.8,0.8,0.81,0.42,17.67,38.96,65.92,23.46,2.67,76,37425,203.072.812.291.249
2023-11-10,280.416.666.666.667,266.145.833.333.333,643.333.333.333.333,NA,116.916.666.666.667,149.416.666.666.667,20.4,9.5,0,0.78,0.39,16.88,26.21,51.5,44.29,2.42,54,30962,174.407.338.027.259
2023-11-11,155.416.666.666.667,218.895.833.333.333,821.041.666.666.667,NA,107.166.666.666.667,143.208.333.333.333,20.1,9.6,0,01.03,0.4,9.12,36.83,50.58,24.75,2.62,43,21483,200.158.264.674.394
2023-11-12,177.291.666.666.667,233.041.666.666.667,839.791.666.666.667,NA,925.208.333.333.333,1.626.875,23.4,11.5,0.1,0.79,0.45,13.17,30.33,50.29,23.21,3,133,62035,214.395.099.540.582
2023-11-13,253.958.333.333.333,2.535.625,797.708.333.333.333,NA,117.541.666.666.667,167.916.666.666.667,22.9,11.5,0,0.97,0.43,10.58,32.33,48.29,24.79,3,117,49563,236.063.192.300.708
2023-11-14,225.416.666.666.667,261,771.666.666.666.667,NA,121.083.333.333.333,176.520.833.333.333,24.2,12.1,0,0.65,0.43,8.54,29.58,42.33,23.83,3,115,59450,193.439.865.433.137
2023-11-15,155.416.666.666.667,234.708.333.333.333,858.541.666.666.667,NA,485.416.666.666.667,1.648.125,19,12.3,0,0.65,0.44,11.04,29.83,46.62,31.62,3,110,50009,219.960.407.126.717
2023-11-16,2.1625,225.25,937.083.333.333.333,NA,842.916.666.666.667,1.524.375,20.1,10.5,0,0.75,0.48,7.71,28.33,39.83,29.88,03.04,112,51264,218.476.903.870.162
2023-11-17,170.208.333.333.333,237,849.791.666.666.667,NA,121.666.666.666.667,151.083.333.333.333,21.4,11.5,0,0.79,0.49,27.17,35.04,76.54,21.67,03.04,36,20714,173.795.500.627.595
2023-11-18,272.916.666.666.667,267.583.333.333.333,881.875,NA,115.645.833.333.333,141.458.333.333.333,19.4,11.1,0,0.65,0.43,8.12,26.12,38.25,32.83,03.08,48,24866,193.034.665.808.735
2023-11-19,1.9375,256.520.833.333.333,855.625,NA,118.208.333.333.333,140.395.833.333.333,20.3,9.9,0,0.62,0.43,4.58,24,30.96,35.17,3,125,59963,208.461.884.828.978
2023-11-20,154.791.666.666.667,265.979.166.666.667,898.958.333.333.333,NA,110.354.166.666.667,130.895.833.333.333,19.6,8.4,0,0.86,0.52,24.92,37.33,75,22.83,3.12,107,53904,198.501.038.883.942
2023-11-21,179.791.666.666.667,2.376.875,720.416.666.666.667,NA,108.125,138.270.833.333.333,18.2,10.3,0,0.77,0.44,11.04,29.92,46.92,36.25,03.08,134,63130,212.260.415.016.632
2023-11-22,252.083.333.333.333,238.041.666.666.667,44.375,NA,117.770.833.333.333,138.708.333.333.333,20.9,6.3,0,0.7,0.3,07.04,28.21,39.04,41.12,2.54,106,57887,183.115.379.964.413
2023-11-23,326.458.333.333.333,308.979.166.666.667,489.166.666.666.667,NA,118.770.833.333.333,11.2375,18.3,6,0,0.65,0.27,6.21,33.54,42.54,28.71,2.38,94,48969,191.958.177.622.578
2023-11-24,615.238.095.238.095,324.666.666.666.667,529.523.809.523.809,NA,782.727.272.727.273,103.285.714.285.714,12.9,9.5,0,0.62,0.28,3.88,22.58,28.17,38.75,2.92,41,26957,152.094.075.750.269
2023-12-09,2.56,273.111.111.111.111,737.111.111.111.111,NA,924.444.444.444.444,111.866.666.666.667,17.4,7.2,0,0.69,0.32,6.17,24.92,34.29,35.46,2.62,76,38617,196.804.516.145.739
2023-12-10,244.791.666.666.667,2.684.375,782.916.666.666.667,NA,876.875,131.916.666.666.667,19.2,8.8,0,0.68,0.38,7.71,25.38,37.08,26.33,3.29,163,76122,214.129.949.291.926
2023-12-11,197.708.333.333.333,284.75,80.75,NA,807.708.333.333.333,13.9,21,9.5,0,0.74,0.41,19.29,34.54,63.62,12.08,3.38,93,47916,194.089.656.899.574
2023-12-12,206.875,292.75,73.125,NA,42.625,144.854.166.666.667,20,10.9,0,0.83,0.43,30.92,40.88,87.71,13.17,3.88,117,65512,178.593.234.827.207
2023-12-13,3.6875,287.541.666.666.667,621.875,NA,33.375,138.104.166.666.667,16.7,10.6,0,0.77,0.34,08.08,20.71,32.92,42.62,2.71,122,69702,175.030.845.599.839
2023-12-14,419.583.333.333.333,3.058.125,47.5,NA,101.083.333.333.333,132.583.333.333.333,18.2,9.7,0,0.6,0.31,2.38,14.21,17.62,49.21,1.71,126,67751,185.975.114.758.454
2023-12-15,204.583.333.333.333,275.291.666.666.667,666.875,NA,995.208.333.333.333,9.775,17.9,4.1,0,0.89,0.42,22.67,41.83,76.17,22.67,3.46,81,47588,170.210.977.557.367
2023-12-16,2.575,277.5,785.833.333.333.333,NA,923.333.333.333.333,917.916.666.666.667,16.2,5.2,0,0.82,0.42,16,33.71,58.08,20.38,4.58,47,24924,188.573.262.718.665
2023-12-17,255.833.333.333.333,270.208.333.333.333,788.125,NA,972.708.333.333.333,734.375,14.5,3.7,0,0.85,0.45,13.38,32.83,52.75,19.5,4.46,153,80742,189.492.457.457.086
2023-12-18,266.458.333.333.333,287.833.333.333.333,667.708.333.333.333,NA,97.875,747.291.666.666.667,15.5,2.6,0,0.92,0.46,26.17,42,81.75,15.54,4.17,148,78082,189.544.325.196.588
2023-12-19,320.208.333.333.333,298.645.833.333.333,481.875,NA,978.125,112.479.166.666.667,18.8,6.3,0,0.65,0.36,8.12,35.96,48.5,22.88,3.58,124,63283,195.945.198.552.534
2023-12-20,320.625,311.791.666.666.667,579.166.666.666.667,NA,627.916.666.666.667,957.291.666.666.667,14.3,5.1,0,0.65,0.39,10.88,34.04,50.58,18.58,3.12,113,61442,183.913.284.072.784
2023-12-21,290.625,281.333.333.333.333,649.166.666.666.667,NA,893.541.666.666.667,106.208.333.333.333,17.4,2.7,0,0.65,0.4,9.17,34.62,48.5,26.62,3.46,133,67323,197.555.070.332.576
2023-12-22,287.916.666.666.667,242.333.333.333.333,600.208.333.333.333,NA,997.708.333.333.333,148.208.333.333.333,20.4,9.2,0,0.72,0.35,4.59,29.64,36.36,39,03.09,86,51487,167.032.454.794.414
2023-12-23,314.791.666.666.667,2.973.125,695.416.666.666.667,NA,984.166.666.666.667,112.666.666.666.667,16.4,7.8,0,0.62,0.32,1.96,22.92,25.92,43.58,3.25,74,40659,182.001.524.877.641
2023-12-24,283.125,289.833.333.333.333,771.875,NA,984.791.666.666.667,918.333.333.333.333,15.8,5,0,0.6,0.31,1.75,17.92,20.75,38.08,3.12,86,51070,168.396.318.778.148
2023-12-25,266.666.666.666.667,274.916.666.666.667,733.958.333.333.333,NA,993.333.333.333.333,789.375,16.7,3.5,0,0.71,0.34,5.83,20.08,29,29.96,3.25,101,60460,167.052.596.758.187
2023-12-26,301.458.333.333.333,279.333.333.333.333,624.791.666.666.667,NA,1.001.875,852.083.333.333.333,16.6,4,0,0.7,0.34,09.04,24.83,38.46,32.12,3.38,168,88761,189.272.315.543.989
2023-12-27,3.075,277.708.333.333.333,643.541.666.666.667,NA,101.458.333.333.333,7.2875,16.9,1.2,0,0.83,0.37,17.58,36.08,62.67,28.83,4.21,149,78154,190.649.231.005.451
2023-12-28,269.791.666.666.667,3.041.875,562.083.333.333.333,NA,575.833.333.333.333,706.875,13.1,2.7,0,0.87,0.42,20.58,52,83.42,8.29,5.67,134,67832,197.546.880.528.364
2023-12-29,209.166.666.666.667,2.718.125,612.916.666.666.667,NA,53.125,883.125,14.9,6.1,0,1.14,0.51,28.58,50.58,94,11.25,4.42,71,45609,155.671.029.840.602
2023-12-30,237.291.666.666.667,280.041.666.666.667,732.083.333.333.333,NA,92.25,836.041.666.666.667,16.6,4.1,0,0.91,0.47,14.21,34.38,55.96,24.12,3.75,67,43261,154.873.904.902.799
2023-12-31,198.541.666.666.667,280.395.833.333.333,789.166.666.666.667,NA,703.125,885.833.333.333.333,18.6,3.3,0,0.88,0.46,10.33,34.29,49.79,22.83,4.33,71,44236,160.502.757.934.714
2024-01-01,200.416.666.666.667,279.333.333.333.333,786.875,NA,729.166.666.666.667,823.333.333.333.333,15.7,4.2,0,0.86,0.48,10.25,30.46,46.08,20.92,4.25,168,86548,19.411.193.788.418
2024-01-02,2.6,278.208.333.333.333,649.166.666.666.667,NA,539.583.333.333.333,932.708.333.333.333,15.1,3.1,0,0.66,0.41,7.79,31.54,43.04,27.92,4.12,146,74467,196.059.999.731.425
2024-01-03,1.4375,218.729.166.666.667,808.541.666.666.667,NA,301.041.666.666.667,124.666.666.666.667,18.6,7.2,0,0.91,0.51,16.92,40.33,66,21.04,4.17,104,57396,181.197.295.978.814
2024-01-04,1.7125,2.724.375,90.875,NA,643.541.666.666.667,114.083.333.333.333,17.6,8.4,0,1.19,0.62,36.21,40.42,95.62,17.29,5.29,98,50961,192.303.918.682.914
2024-01-05,188.541.666.666.667,272.020.833.333.333,86.5,NA,31.75,111.458.333.333.333,14.4,8.3,8.9,0.76,0.43,17.12,35.12,61.17,18.67,4.62,57,31777,179.375.019.668.314
2024-01-06,390.833.333.333.333,317.104.166.666.667,582.708.333.333.333,NA,104.895.833.333.333,9.9875,15.1,6.4,0,0.6,0.26,01.04,10.17,11.88,55.17,3.17,71,44485,159.604.361.020.569
2024-01-07,461.875,323.583.333.333.333,366.666.666.666.667,NA,107.625,975.416.666.666.667,15,6.6,0,0.6,0.22,1,8.79,10.33,63.25,2.46,140,69280,202.078.521.939.954
