,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,so2
7560,2016-03-15 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,40.08,52.58,NA,4.45
7561,2016-03-16 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67,45.67,69.17,NA,02.04
7562,2016-03-17 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.12,44.33,85,NA,3.67
7563,2016-03-18 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58,36.58,50.71,NA,2.54
7564,2016-03-19 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,27.17,31.62,NA,3.46
7565,2016-03-20 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.58,45.46,67.38,NA,3.71
7566,2016-03-21 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.38,42.96,61.79,NA,2.25
7567,2016-03-22 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.04,27.83,35,NA,1.46
7568,2016-03-23 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.52,46.33,74.05,NA,3.41
7569,2016-03-24 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,34.67,42.88,NA,6.62
7570,2016-03-25 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,24.71,30.67,NA,6.5
7571,2016-03-26 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,21.64,25.09,NA,6.32
7572,2016-03-27 1:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79,29,36.04,NA,5.92
7573,2016-03-28 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.33,38.71,69.38,NA,6.71
7574,2016-03-29 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.88,42.79,68.38,NA,7.39
7575,2016-03-30 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.12,45.62,60.79,NA,04.04
7576,2016-03-31 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.12,51.67,74.33,NA,2.67
7577,2016-04-01 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,35.29,48.08,NA,3.92
7578,2016-04-02 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54,33.62,44.75,NA,4.67
7579,2016-04-03 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.38,39.08,73.04,NA,5
7580,2016-04-04 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33,32.21,41.17,NA,3.75
7581,2016-04-05 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09,40.59,55.5,NA,04.05
7582,2016-04-06 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,32.08,39.25,NA,04.08
7583,2016-04-07 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71,29.62,37.71,NA,2.58
7584,2016-04-08 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,20.46,26.21,NA,1.67
7585,2016-04-09 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,33.17,40.62,NA,4.67
7586,2016-04-10 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.21,48,75.42,NA,5.33
7587,2016-04-11 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.62,33.62,63.25,NA,4.21
7588,2016-04-12 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.83,41.25,74.5,NA,4.17
7589,2016-04-13 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.92,41.96,62.42,NA,5.29
7590,2016-04-14 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.62,32.83,51.54,NA,3.92
7591,2016-04-15 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,28.42,39.42,NA,4.62
7592,2016-04-16 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,17.83,21.83,NA,2.88
7593,2016-04-17 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54,31.21,52.83,NA,06.04
7594,2016-04-18 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.83,45.5,81.71,NA,5.29
7595,2016-04-19 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,35.12,39.62,NA,4.79
7596,2016-04-20 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,41.96,52.71,NA,2.75
7597,2016-04-21 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.04,42.88,66.75,NA,4.33
7598,2016-04-22 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,31.04,40.96,NA,3.83
7599,2016-04-23 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,19.62,24.71,NA,3.33
7600,2016-04-24 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68,22.5,29.18,NA,2.18
7601,2016-04-25 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.79,31.08,50.5,NA,3.71
7602,2016-04-26 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,19.92,23.12,NA,3.17
7603,2016-04-27 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,30.62,36,NA,3.21
7604,2016-04-28 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.67,34.33,62.46,NA,04.04
7605,2016-04-29 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,29.25,35.67,NA,03.04
7606,2016-04-30 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,18.88,22.29,NA,2.12
7607,2016-05-01 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,30.58,37.29,NA,2.17
7608,2016-05-02 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.71,38.71,54.81,NA,5.68
7609,2016-05-03 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.42,33.96,51.04,NA,04.04
7610,2016-05-04 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.67,35.71,54.75,NA,5.12
7611,2016-05-05 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,39.42,44.83,NA,4.88
7612,2016-05-06 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,30.83,35.21,NA,3.88
7613,2016-05-07 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,19.38,21.38,NA,3.71
7614,2016-05-08 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,35,39.75,NA,3.29
7615,2016-05-09 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.58,52.17,80.12,NA,3.33
7616,2016-05-10 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.08,35.88,64.71,NA,3.17
7617,2016-05-11 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,34.75,56.38,NA,3.83
7618,2016-05-12 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.29,46.83,72.92,NA,05.08
7619,2016-05-13 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,32.83,40.42,NA,4.12
7620,2016-05-14 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,24.08,28.71,NA,4.62
7621,2016-05-15 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,15.88,18.46,NA,4
7622,2016-05-16 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.73,30.73,54.36,NA,4
7623,2016-05-17 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.09,49,80.82,NA,3.38
7624,2016-05-18 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96
7625,2016-05-19 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14.7,20.2,NA,3.25
7626,2016-05-20 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79,21,28.08,NA,3.54
7627,2016-05-21 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,19.75,25.08,NA,03.04
7628,2016-05-22 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71,19.12,27.62,NA,02.08
7629,2016-05-23 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.92,29.17,44.08,NA,3.25
7630,2016-05-24 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,32.5,53.04,NA,5
7631,2016-05-25 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81,29.38,40.95,NA,4.52
7632,2016-05-26 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.62,28.96,50.79,NA,04.08
7633,2016-05-27 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,22.71,27.96,NA,03.04
7634,2016-05-28 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,14.17,16.54,NA,1.96
7635,2016-05-29 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96,22.96,34.67,NA,3.79
7636,2016-05-30 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,23.75,30.96,NA,4.38
7637,2016-05-31 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,27.75,35.21,NA,4.62
7638,2016-06-01 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96,27.25,36.04,NA,4.5
7639,2016-06-02 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.46,29.71,45.46,NA,3.92
7640,2016-06-03 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.04,38.12,45.5,NA,5.92
7641,2016-06-04 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,19.75,23.83,NA,3.46
7642,2016-06-05 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,25.86,35.86,NA,2.91
7643,2016-06-06 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.29,35.46,52.33,NA,4.17
7644,2016-06-07 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.79,34.58,49.25,NA,4.12
7645,2016-06-08 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71,32.42,50.08,NA,5.42
7646,2016-06-09 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54,37.58,53.46,NA,5.29
7647,2016-06-10 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,18.33,21.67,NA,4.21
7648,2016-06-11 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,18.83,22.25,NA,2.92
7649,2016-06-12 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,17.54,20.42,NA,2.96
7650,2016-06-13 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,25.04,31.25,NA,2.29
7651,2016-06-14 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,23.04,32.17,NA,3.17
7652,2016-06-15 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,14.86,20.91,NA,1.59
7653,2016-06-16 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17.58,25.21,NA,1.88
7654,2016-06-17 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,15.62,18.58,NA,1.62
7655,2016-06-18 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,17.21,22.5,NA,2.33
7656,2016-06-19 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,17,NA,1
7657,2016-06-20 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,17.11,21.78,NA,1.11
7658,2016-06-21 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,34.19,43,NA,4.78
7659,2016-06-22 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.12,41.17,62.46,NA,4.5
7660,2016-06-23 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,27.21,33,NA,9.88
7661,2016-06-24 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,18.21,21.88,NA,2.71
7662,2016-06-25 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,15.5,18.17,NA,1.83
7663,2016-06-26 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,16.92,23.46,NA,1
7664,2016-06-27 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,19.04,31.21,NA,01.08
7665,2016-06-28 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,25.57,33.43,NA,1.12
7666,2016-06-29 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,29.79,37.67,NA,1.71
7667,2016-06-30 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.12,33.25,51.33,NA,1.88
7668,2016-07-01 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29,27.75,37.12,NA,1.46
7669,2016-07-02 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,15.83,17.88,NA,1
7670,2016-07-03 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33,29.96,43.75,NA,2.62
7671,2016-07-04 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,28.88,35.5,NA,1.75
7672,2016-07-05 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,40.21,52.71,NA,1.71
7673,2016-07-06 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.81,37.43,NA,01.09
7674,2016-07-07 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,26.58,30.54,NA,2.33
7675,2016-07-08 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,34.5,38.75,NA,1.62
7676,2016-07-09 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,23.92,26.67,NA,1.92
7677,2016-07-10 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,37.67,45.62,NA,1.33
7678,2016-07-11 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,18.38,21.38,NA,1.12
7679,2016-07-12 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,16.92,21.75,NA,01.04
7680,2016-07-13 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38,17.54,23.54,NA,1
7681,2016-07-14 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.08,25.88,37.62,NA,1
7682,2016-07-15 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92,29.38,39.67,NA,1.17
7683,2016-07-16 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,24.54,28.38,NA,1.54
7684,2016-07-17 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.33,32.04,48.88,NA,2
7685,2016-07-18 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,34.21,54.46,NA,1.29
7686,2016-07-19 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.25,40,63.04,NA,1.54
7687,2016-07-20 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,35.77,43.95,NA,1.91
7688,2016-07-21 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,43.71,51.92,NA,2.12
7689,2016-07-22 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,23.17,27.29,NA,01.04
7690,2016-07-23 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,26.29,30.46,NA,1.29
7691,2016-07-24 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.96,32.5,50.33,NA,1.38
7692,2016-07-25 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,31.21,43.5,NA,1.58
7693,2016-07-26 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,29.21,42.21,NA,1.46
7694,2016-07-27 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58,27.79,40.5,NA,1.33
7695,2016-07-28 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.17,32,47.21,NA,01.04
7696,2016-07-29 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,26.71,32.71,NA,1
7697,2016-07-30 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,17.71,19.92,NA,1.21
7698,2016-07-31 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15.46,21,NA,1
7699,2016-08-01 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59,19.32,25.86,NA,1.36
7700,2016-08-02 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83,26.83,36.71,NA,2.42
7701,2016-08-03 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,40.25,53.75,NA,03.08
7702,2016-08-04 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,16.88,20.21,NA,03.08
7703,2016-08-05 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,17.17,21.75,NA,2.67
7704,2016-08-06 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,27.75,31.33,NA,3.17
7705,2016-08-07 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29,33.71,39.71,NA,3.42
7706,2016-08-08 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,38.04,49.08,NA,4.54
7707,2016-08-09 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,24.96,33.88,NA,2.46
7708,2016-08-10 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,22.25,26.21,NA,2.62
7709,2016-08-11 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07.04,27.79,38.12,NA,3.83
7710,2016-08-12 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,23.38,26.67,NA,3.92
7711,2016-08-13 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,22.42,25.54,NA,3.42
7712,2016-08-14 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03.04,22.79,26.96,NA,03.04
7713,2016-08-15 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,20.67,26.38,NA,2.12
7714,2016-08-16 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,21.83,28.52,NA,2.39
7715,2016-08-17 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58,27.33,39.96,NA,2.46
7716,2016-08-18 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,24,32.04,NA,2.58
7717,2016-08-19 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29,20.88,27.08,NA,3.33
7718,2016-08-20 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,17.38,19.42,NA,2.79
7719,2016-08-21 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46,20.25,29.62,NA,3.54
7720,2016-08-22 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17,29.04,42.54,NA,4.25
7721,2016-08-23 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.71,40.46,56.5,NA,5.58
7722,2016-08-24 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,41.42,58,NA,6.17
7723,2016-08-25 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.62,36.83,52.46,NA,3.92
7724,2016-08-26 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,32.58,40.21,NA,3.33
7725,2016-08-27 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,23.08,27.62,NA,2.12
7726,2016-08-28 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,21.5,24.36,NA,1.91
7727,2016-08-29 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,23.12,28.17,NA,1.33
7728,2016-08-30 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.75,29.04,46.62,NA,3.33
7729,2016-08-31 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.38,43.5,60.42,NA,3.54
7730,2016-09-01 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54,36.58,52.42,NA,2.62
7731,2016-09-02 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04.04,25.79,31.58,NA,1.88
7732,2016-09-03 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,21.54,24.62,NA,02.08
7733,2016-09-04 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.42,40.04,63.21,NA,3.79
7734,2016-09-05 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.38,41.29,58.38,NA,3.46
7735,2016-09-06 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.08,28.08,47.67,NA,3.58
7736,2016-09-07 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,27.46,46.33,NA,3.17
7737,2016-09-08 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.83,33.67,51.33,NA,2.25
7738,2016-09-09 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,24.67,29.04,NA,1.54
7739,2016-09-10 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22.75,26.92,NA,2.29
7740,2016-09-11 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.42,30.08,46.88,NA,1.88
7741,2016-09-12 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.21,29.62,47.75,NA,2.96
7742,2016-09-13 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73,27.41,38.73,NA,1.7
7743,2016-09-14 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.83,35.62,62.38,NA,3.42
7744,2016-09-15 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,40.62,73.79,NA,3.83
7745,2016-09-16 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,22.58,29.96,NA,2.29
7746,2016-09-17 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83,19.25,24.71,NA,2.58
7747,2016-09-18 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.08,34.88,47,NA,3.38
7748,2016-09-19 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,47.88,66.67,NA,3.29
7749,2016-09-20 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,44.46,66.92,NA,3.88
7750,2016-09-21 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.58,40.33,65.21,NA,4.38
7751,2016-09-22 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83,38.62,60.92,NA,3.75
7752,2016-09-23 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,28.04,35.17,NA,2.67
7753,2016-09-24 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42,29.92,36.46,NA,2.92
7754,2016-09-25 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.71,36.67,58.67,NA,3.79
7755,2016-09-26 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.58,31.62,61.12,NA,3.92
7756,2016-09-27 2:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88,31.38,46.08,NA,3.46
