date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2
1998-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,49.75,NA,79.12,NA,NA,NA
1998-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,68.46,NA,59.67,NA,NA,NA
1998-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,54.83,NA,73.54,NA,NA,NA
1998-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,71.33,NA,63.54,NA,NA,NA
1998-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,72.79,NA,67.08,NA,NA,NA
1998-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,56.92,NA,68.33,NA,NA,NA
1998-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,49.62,NA,68.04,NA,NA,NA
1998-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,42.04,NA,66.62,NA,NA,NA
1998-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,30.08,NA,76.42,NA,NA,NA
1998-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,46.62,NA,62.54,NA,NA,NA
1998-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,57.79,NA,57.25,NA,NA,NA
1998-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,36.79,NA,71.04,NA,NA,NA
1998-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,181,30,NA,88.25,NA,NA,NA
1998-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,166.17,38.38,NA,77.04,NA,NA,NA
1998-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,173.58,52.04,NA,54.42,NA,NA,NA
1998-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,156.83,58.25,NA,52.21,NA,NA,NA
1998-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,190.33,42.46,NA,81.25,NA,NA,NA
1998-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,161.62,44.38,NA,82,NA,NA,NA
1998-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,178.62,75.29,NA,57.92,NA,NA,NA
1998-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,156.29,57.58,NA,73.71,NA,NA,NA
1998-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,74.46,41.71,NA,91.54,NA,NA,NA
1998-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,103.25,58.12,NA,83.46,NA,NA,NA
1998-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,94.54,65.08,NA,94.83,NA,NA,NA
1998-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,72.25,65.46,NA,104.75,NA,NA,NA
1998-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,46.46,34.58,NA,120.71,NA,NA,NA
1998-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,95.46,60.08,NA,87.04,NA,NA,NA
1998-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,67.83,78.25,NA,76.08,NA,NA,NA
1998-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,58.75,58.96,NA,64.5,NA,NA,NA
1998-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.02,NA,NA,87.38,52.75,NA,87.42,NA,NA,NA
1998-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,52.75,39.92,NA,97.04,NA,NA,NA
1998-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,50.5,44.79,NA,82.58,NA,NA,NA
1998-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,50.75,50.21,NA,74.88,NA,NA,NA
1998-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,136.08,49.54,NA,88.04,NA,NA,NA
1998-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,76.92,60,NA,82.75,NA,NA,NA
1998-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,39.96,35.33,NA,91.17,NA,NA,NA
1998-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,48.17,34.75,NA,75.21,NA,NA,NA
1998-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,43.25,19.33,NA,68.75,NA,NA,NA
1998-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,56.18,10.55,NA,90.64,NA,NA,NA
1998-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,62.92,9.67,NA,64.46,NA,NA,NA
1998-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,63.5,09.08,NA,80.88,NA,NA,NA
1998-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,63.58,9.33,NA,60.75,NA,NA,NA
1998-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,106.54,9.21,NA,69.38,NA,NA,23
1998-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,85.33,9.5,NA,71,NA,NA,NA
1998-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,74.25,11.83,NA,48,NA,NA,NA
1998-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,60.29,18.71,NA,64.75,NA,NA,NA
1998-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.42,18.75,NA,NA,NA,NA,NA
1998-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,52.04,9.42,NA,76.38,NA,NA,NA
1998-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,52.04,09.08,NA,76.33,NA,NA,NA
1998-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,53.08,9.12,NA,68.21,NA,NA,NA
1998-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,52.21,9,NA,76.29,NA,NA,NA
1998-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,50.29,9,NA,63.58,NA,NA,NA
1998-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,55.04,9,NA,58.46,NA,NA,NA
1998-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,60.54,9,NA,78.38,NA,NA,NA
1998-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,191.29,9,NA,89.75,NA,NA,NA
1998-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,92.96,9,NA,103.46,NA,NA,NA
1998-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,45.67,9,NA,92.67,NA,NA,NA
1998-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,51.58,9.17,NA,67.42,NA,NA,NA
1998-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,53.71,9.12,NA,73.38,NA,NA,NA
1998-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,52.21,9.25,NA,78.71,NA,NA,NA
1998-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.02,NA,NA,62.75,9.46,NA,61.08,NA,NA,NA
1998-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,NA,NA,61.08,9.88,NA,63.96,NA,NA,NA
1998-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,64.75,10.54,NA,77.42,NA,NA,NA
1998-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA,71.54,10.25,NA,74.67,NA,NA,NA
1998-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.05,NA,NA,57.25,11.88,NA,70.92,NA,NA,NA
1998-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.08,NA,NA,52.42,10.25,NA,80.04,NA,NA,NA
1998-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.06,NA,NA,56.17,10.29,NA,82.5,NA,NA,NA
1998-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.07,NA,NA,51.75,10.83,NA,73.42,NA,NA,NA
1998-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,44.5,9,NA,81.5,NA,NA,NA
1998-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,80.12,NA,NA,NA
1998-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,75.88,NA,NA,NA
1998-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,59.12,NA,NA,NA
1998-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,84.33,NA,NA,NA
1998-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,11.48,NA,72.83,NA,NA,NA
1998-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,22.04,NA,69.95,NA,NA,NA
1998-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,33.21,NA,69.62,NA,NA,NA
1998-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,61.79,NA,73.88,NA,NA,NA
1998-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,51.12,NA,79.92,NA,NA,NA
1998-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,43.54,NA,62.52,NA,NA,NA
1998-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,38.5,NA,80.09,NA,NA,NA
1998-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,31.33,NA,52.21,NA,NA,NA
1998-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,31.12,NA,60.25,NA,NA,NA
1998-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.03,NA,NA,NA,38.83,NA,64.53,NA,NA,NA
1998-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,31.25,NA,46.83,NA,NA,NA
1998-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,28.62,NA,45.88,NA,NA,NA
1998-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,33.17,NA,40.04,NA,NA,NA
1998-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,34.54,NA,51.75,NA,NA,NA
1998-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,26,NA,55.12,NA,NA,NA
1998-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,234.21,22.75,NA,50.92,NA,NA,NA
1998-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,276.3,28.62,NA,37.88,NA,NA,NA
1998-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,405.38,35.54,NA,44.08,NA,NA,NA
1998-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,330.08,29.58,NA,37.13,NA,NA,NA
1998-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,369.33,34.08,NA,55.11,NA,NA,NA
1998-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,51.92,NA,49.64,NA,NA,NA
1998-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4
1998-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.33,22.07,NA,NA,NA,NA,12.12
1998-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.62,18.79,NA,NA,NA,NA,12.71
1998-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.58,17.96,NA,NA,NA,NA,13.21
1998-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5,23.75,NA,NA,NA,NA,13.08
1998-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.38,22.46,NA,NA,NA,NA,13.67
1998-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.29,22.38,NA,NA,NA,NA,13.79
1998-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,18.42,NA,NA,NA,NA,NA,13.08
1998-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,73.92,NA,NA,NA,NA,NA,4.58
1998-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,63.09,NA,NA,NA,NA,NA,4.67
1998-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,4.43
1998-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,19.88,1.17,NA,67.42,NA,NA,4
1998-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,NA,17.17,1,NA,55.17,NA,NA,4.71
1998-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,8.79,7.83,NA,62.58,NA,NA,3.5
1998-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,NA,NA,20,8.96,NA,61.83,NA,NA,03.08
1998-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,NA,9.42,NA,56.17,NA,NA,3.71
1998-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,02.08,NA,63,NA,NA,3.46
1998-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,31.08,2.79,NA,66.54,NA,NA,3.88
1998-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,3.21,NA,62.88,NA,NA,3.46
1998-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.08,NA,NA,NA,9.25,NA,55.58,NA,NA,NA
1998-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,4.38,NA,58.67,NA,NA,01.04
1998-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,3.83,NA,50.17,NA,NA,1
1998-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,1.71,NA,51.58,NA,NA,01.04
1998-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,37.62,12.25,NA,45.79,NA,NA,2.54
1998-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,NA,NA,62.12,41.79,NA,39.75,NA,NA,NA
1998-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,24.29,43.29,NA,38.96,NA,NA,NA
1998-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,11,35.33,NA,47.88,NA,NA,NA
1998-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,15.8,31.1,NA,36.8,NA,NA,NA
1998-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.14,118.93,NA,33.64,NA,NA,NA
1998-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.38,99.75,NA,17.38,NA,NA,NA
1998-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,47.83,94.62,NA,20.88,NA,NA,22.04
1998-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,70.36,52.08,NA,23.77,NA,NA,1.36
1998-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,NA,NA,96.12,26.46,NA,28.46,NA,NA,1
1998-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,NA,NA,51.21,30.54,NA,44.79,NA,NA,NA
1998-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.09,NA,NA,64.12,20.17,NA,49.75,NA,NA,3
1998-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,78.17,19.38,NA,32.71,NA,NA,NA
1998-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA,81.75,24.54,NA,36.92,NA,NA,25
1998-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,NA,NA,52.88,22.71,NA,40.42,NA,NA,5.82
1998-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,20.54,52.58,NA,38.5,NA,NA,16.67
1998-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,NA,NA,39.88,67.58,NA,34.88,NA,NA,25.54
1998-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.02,NA,NA,64.33,29.83,NA,43.42,NA,NA,15.25
1998-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,41,NA,NA,16.04
1998-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA,54.54,52.5,NA,28.71,NA,NA,NA
1998-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,NA,NA,20.75,39.33,NA,42.5,NA,NA,27.71
1998-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,NA,NA,46.38,26.21,NA,34.25,NA,NA,21
1998-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,97.09,25.07,NA,31,NA,NA,22.65
1998-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,NA,NA,NA,NA,NA,38.92,NA,NA,18.67
1998-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,NA,NA,NA,NA,NA,37.17,NA,NA,6.39
1998-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,50.79,NA,NA,NA
1998-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.06,NA,NA,NA,NA,NA,41.42,NA,NA,NA
1998-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,35.42,NA,NA,NA
1998-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,38.17,NA,NA,18.1
1998-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,NA,NA,NA,46.79,NA,NA,9.46
1998-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,42.92,NA,NA,09.08
1998-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,NA,NA,NA,NA,NA,38.96,NA,NA,15.17
1998-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA,NA,NA,NA,44.58,NA,NA,6.96
1998-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,37.04,NA,NA,11.92
1998-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91,NA,NA,NA,NA,NA,38.42,NA,NA,13.33
1998-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,95,85.38,NA,32.87,NA,NA,24.61
1998-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,1.54,45.04,NA,26.54,NA,NA,30.92
1998-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04.05,NA,NA,63.46,55.58,NA,31.46,NA,NA,25.21
1998-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,99.92,57.12,NA,26.5,NA,NA,21.46
1998-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,NA,NA,155.42,56.29,NA,27.83,NA,NA,21.92
1998-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,52.78,63.52,NA,29.12,NA,NA,7.74
1998-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,NA,NA,241.46,98.62,NA,28.21,NA,NA,12.92
1998-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,119.88,81.04,NA,27.08,NA,NA,5.92
1998-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,NA,NA,114.75,70.17,NA,30.54,NA,NA,7.83
1998-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,2.67,52.17,NA,34.21,NA,NA,1
1998-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,36.21,65.46,NA,28.92,NA,NA,1.29
1998-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,2.54,34.12,NA,44.04,NA,NA,1
1998-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,NA,NA,24.38,45.38,NA,48.88,NA,NA,1
1998-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,NA,NA,104.38,67.12,NA,44.29,NA,NA,04.04
1998-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04.04,NA,NA,143.42,91.29,NA,25.75,NA,NA,4.42
1998-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,46.38,67.71,NA,31.71,NA,NA,01.04
1998-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,NA,NA,69.58,64.67,NA,36.38,NA,NA,1
1998-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,44.58,56.54,NA,37.33,NA,NA,01.08
1998-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,19.46,59.62,NA,41.71,NA,NA,01.04
1998-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,NA,186.67,100.42,NA,28.79,NA,NA,6.88
1998-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,NA,NA,142.25,88.29,NA,28.04,NA,NA,09.04
1999-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1
1999-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,20.88,6.5,NA,8.12,NA,NA,7.38
1999-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,NA,NA,25.83,6.58,NA,8.38,NA,NA,6.79
1999-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
1999-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
1999-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61,NA,NA,72.29,10.12,NA,20.75,NA,NA,10.67
1999-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,NA,NA,27.45,34.77,NA,23,NA,NA,NA
1999-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,NA,NA,50.38,61.69,NA,32.93,NA,NA,NA
