date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,c6h6,co,no,no2,nox,o3,so2,casos_total,poblacio_total,incidencia_1000
2011-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,14.83,NA,86,8.22,NA,NA,NA
2011-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,01.04,13.88,NA,74.46,6.25,NA,NA,NA
2011-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,4.64,21.14,NA,44.62,4.18,NA,NA,NA
2011-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2.46,14.25,NA,53.88,1.54,NA,NA,NA
2011-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,04.05,13.19,NA,49.75,2.67,NA,NA,NA
2011-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.87,8.3,NA,60.43,2.3,NA,NA,NA
2011-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.83,8.46,NA,60.92,1.54,NA,NA,NA
2011-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.79,NA,59.25,2.17,NA,NA,NA
2011-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.68,7.14,NA,53.3,1.79,NA,NA,NA
2011-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,7.43,16.04,NA,46.13,2.26,NA,NA,NA
2011-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,10.96,22,NA,54.12,03.04,NA,NA,NA
2011-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,4.88,19.79,NA,62.42,3.33,NA,NA,NA
2011-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,5.79,25.04,NA,66.58,3.96,NA,NA,NA
2011-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,02.08,17.88,NA,72.83,3,NA,NA,NA
2011-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.21,15.58,NA,81.96,4.88,NA,NA,NA
2011-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.5,18.07,NA,65.94,3.53,NA,NA,NA
2011-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.18,16.65,NA,68.46,1.75,NA,NA,NA
2011-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1.74,21.74,NA,73.48,2.17,NA,NA,NA
2011-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,2.57,21.57,NA,68.39,3.35,NA,NA,NA
2011-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,3.54,21.88,NA,80.92,3.46,NA,NA,NA
2011-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2.58,21.25,NA,79.33,3.17,NA,NA,NA
2011-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,2.12,18.58,NA,87.25,3.12,NA,NA,NA
2011-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,3.5,19,NA,80.38,2.67,NA,NA,NA
2011-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,2.43,23.3,NA,77.39,4.32,NA,NA,NA
2011-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,2,21.58,NA,86.54,6,NA,NA,NA
2011-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,01.08,17.46,NA,107.38,4.5,NA,NA,NA
2011-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1,14.88,NA,99.25,5.17,NA,NA,NA
2011-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,01.04,16,NA,80.33,5.46,NA,NA,NA
2011-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,16.12,NA,89.5,5.46,NA,NA,NA
2011-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.42,20.67,NA,53.83,4.82,NA,NA,NA
2011-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.67,19.75,NA,59.62,4.46,NA,NA,NA
2011-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.27,20.36,NA,78.08,5.36,NA,NA,NA
2011-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.21,19.67,NA,91.21,5.33,NA,NA,NA
2011-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.38,24.88,NA,81.96,4.96,NA,NA,NA
2011-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.04,20.25,NA,96.12,5.21,NA,NA,NA
2011-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15.12,NA,70.88,4.33,NA,NA,NA
2011-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.04,24.52,NA,65.96,4.96,NA,NA,NA
2011-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,5.92,18.46,NA,70.83,5.46,NA,NA,NA
2011-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,4.92,17.67,NA,61.95,3.17,NA,NA,NA
2011-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,67.67,2.62,NA,NA,NA
2011-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,6.62,NA,80.39,3.61,NA,NA,NA
2011-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,NA,98.42,2.67,NA,NA,NA
2011-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29,2.54,NA,80.83,1.96,NA,NA,NA
2011-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,7.81,8.24,NA,44.5,2.83,NA,NA,NA
2011-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.78,7,NA,66.52,1.7,NA,NA,NA
2011-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,8.35,7,NA,55.74,3.83,NA,NA,NA
2011-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67,13.78,NA,41.83,4.7,NA,NA,NA
2011-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,4,15.54,NA,107.62,03.08,NA,NA,NA
2011-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,03.08,7.62,NA,76.83,2.29,NA,NA,NA
2011-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,4.78,02.09,NA,69.91,1.13,NA,NA,NA
2011-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,7.95,8.57,NA,57.05,1.52,NA,NA,NA
2011-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,9.87,7.57,NA,58.76,3.22,NA,NA,NA
2011-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,13.79,17.88,NA,62.29,5.54,NA,NA,NA
2011-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,5.21,14.33,NA,77.75,4.38,NA,NA,NA
2011-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,6.3,16.39,NA,76.61,04.04,NA,NA,NA
2011-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,5,8,NA,94.3,3.78,NA,NA,NA
2011-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,4.62,9,NA,88.42,5.25,NA,NA,NA
2011-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,6,10.78,NA,91.96,4.43,NA,NA,NA
2011-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,5.83,13.58,NA,97.67,4.25,NA,NA,NA
2011-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,6.55,14.95,NA,84.08,4.45,NA,NA,NA
2011-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,5.88,20.42,NA,84.29,6.5,NA,NA,NA
2011-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,4.12,10.88,NA,76.58,4.83,NA,NA,NA
2011-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,5.71,04.08,NA,83.83,4.96,NA,NA,NA
2011-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,4.57,4.57,NA,67.48,3.61,NA,NA,NA
2011-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,7.33,11.21,NA,67.42,5,NA,NA,NA
2011-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,8.77,17.04,NA,49.91,4.48,NA,NA,NA
2011-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,1.89,11,NA,73.87,3.17,NA,NA,NA
2011-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,4.62,8.21,NA,55.75,2.29,NA,NA,NA
2011-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,8.54,5.71,NA,66.5,4.67,NA,NA,NA
2011-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,7.55,1.64,NA,79.96,3.29,NA,NA,NA
2011-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,65.29,4.29,NA,NA,NA
2011-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,05.07,6.5,NA,71.33,4.78,NA,NA,NA
2011-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,3.71,13.21,NA,67.88,4.71,NA,NA,NA
2011-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2.61,10.22,NA,69.35,3.52,NA,NA,NA
2011-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.35,9.74,NA,66.78,3.22,NA,NA,NA
2011-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,3.86,25.86,NA,43.25,3.92,NA,NA,NA
2011-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,1.91,5.96,NA,62.39,3.43,NA,NA,NA
2011-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.43,5.39,NA,69.91,3.61,NA,NA,NA
2011-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.39,4.74,NA,58.52,3.87,NA,NA,NA
2011-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,5.36,12.5,NA,46.5,3.36,NA,NA,NA
2011-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,2.71,8.71,NA,79.57,3.64,NA,NA,NA
2011-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.41,6.73,NA,58.05,3.32,NA,NA,NA
2011-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,3.96,15.79,NA,60.46,4.83,NA,NA,NA
2011-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.88,5.25,NA,72.67,4.38,NA,NA,NA
2011-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,2,3.38,NA,69.17,4.67,NA,NA,NA
2011-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,8,NA,39.07,3.62,NA,NA,NA
2011-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,7.83,9,NA,54.57,4.14,NA,NA,NA
2011-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,4.59,10.55,NA,53.08,2,NA,NA,NA
2011-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,3.33,7.96,NA,57.71,1.14,NA,NA,NA
2011-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,2.21,5,NA,72.42,NA,NA,NA,NA
2011-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.29,5.17,NA,67.04,NA,NA,NA,NA
2011-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,2.33,9,NA,93.46,NA,NA,NA,NA
2011-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,4.58,12.42,NA,65.04,03.09,NA,NA,NA
2011-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,15.46,NA,73.62,4.54,NA,NA,NA
2011-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,9,12.79,NA,69.12,5.17,NA,NA,NA
2011-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,6.89,9.39,NA,78.38,39.13,NA,NA,NA
2011-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,04.04,9.29,NA,76.62,NA,NA,NA,NA
2011-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.83,3.46,NA,84.54,NA,NA,NA,NA
2011-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,2.29,10.04,NA,80.88,NA,NA,NA,NA
2011-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,4.25,14.04,NA,101.54,NA,NA,NA,NA
2011-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,04.08,9.88,NA,77.62,NA,NA,NA,NA
2011-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,3.46,12,NA,62.77,NA,NA,NA,NA
2011-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,5.46,16.69,NA,83.65,NA,NA,NA,NA
2011-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1.42,13.5,NA,75.3,1.75,NA,NA,NA
2011-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1.5,9.67,NA,70.79,2.42,NA,NA,NA
2011-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,2.25,10.75,NA,61.38,1.58,NA,NA,NA
2011-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2.71,11.17,NA,71.17,1.75,NA,NA,NA
2011-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.24,21.05,NA,37.43,2,NA,NA,NA
2011-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,5.57,7.65,NA,67.74,3.44,NA,NA,NA
2011-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,6,11.68,NA,61.77,2.59,NA,NA,NA
2011-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,03.09,5.64,NA,74.18,1.18,NA,NA,NA
2011-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.96,1.96,NA,72.22,1.61,NA,NA,NA
2011-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2,3.17,NA,65.52,1.87,NA,NA,NA
2011-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,7.77,6.18,NA,44.35,1.18,NA,NA,NA
2011-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,4.96,4.78,NA,59.52,1.83,NA,NA,NA
2011-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,6.43,5.35,NA,60.65,1,NA,NA,NA
2011-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.57,6.93,NA,84.07,NA,NA,NA,NA
2011-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,5.46,11.04,NA,46.29,1.1,NA,NA,NA
2011-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,03.04,3.79,NA,65,1.38,NA,NA,NA
2011-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2.71,3.33,NA,75.5,1,NA,NA,NA
2011-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,9.83,6.83,NA,47.75,2,NA,NA,NA
2011-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,4.23,13.55,NA,55.38,2.5,NA,NA,NA
2011-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,3.5,4.96,NA,40.71,1.43,NA,NA,NA
2011-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,4.68,8.18,NA,62.71,01.04,NA,NA,NA
2011-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,2.83,10.22,NA,62.25,1,NA,NA,NA
2011-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.58,7.62,NA,48.75,1.79,NA,NA,NA
2011-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1.42,4.92,NA,56.46,2.92,NA,NA,NA
2011-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,4,7.17,NA,54.5,2.96,NA,NA,NA
2011-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,4.38,10.67,NA,72.04,3,NA,NA,NA
2011-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,2.79,12,NA,74.29,3.25,NA,NA,NA
2011-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,4.92,13.92,NA,62.29,2.95,NA,NA,NA
2011-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,4.27,9.95,NA,52.74,3,NA,NA,NA
2011-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,1.96,7.38,NA,43.17,03.04,NA,NA,NA
2011-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2.12,9.25,NA,42,3,NA,NA,NA
2011-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,3.42,11.04,NA,50.79,3.21,NA,NA,NA
2011-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,4.17,6.83,NA,55.21,3.33,NA,NA,NA
2011-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,3.42,9.12,NA,59.12,2.62,NA,NA,NA
2011-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,4.21,6.75,NA,51.08,2.33,NA,NA,NA
2011-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,5.71,8.83,NA,49.04,2.79,NA,NA,NA
2011-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2.42,9.5,NA,64.62,3.29,NA,NA,NA
2011-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1.62,9.42,NA,68.12,3.67,NA,NA,NA
2011-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.92,8.58,NA,63,3.92,NA,NA,NA
2011-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,6.95,14.68,NA,65.29,4.55,NA,NA,NA
2011-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,3.12,7.67,NA,55.45,1,NA,NA,NA
2011-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,2.65,13.74,NA,47.96,1.31,NA,NA,NA
2011-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,3.5,12.38,NA,51.5,1.83,NA,NA,NA
2011-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,1.92,9.29,NA,61.5,3.46,NA,NA,NA
2011-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,1.75,12.5,NA,69.29,3.79,NA,NA,NA
2011-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,3.83,20.12,NA,58.87,4.17,NA,NA,NA
2011-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2.19,15.86,NA,60.08,2.88,NA,NA,NA
2011-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1.92,10.75,NA,49.92,2.46,NA,NA,NA
2011-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,3.46,9.71,NA,49.54,2.46,NA,NA,NA
2011-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1.58,09.04,NA,58.79,2.53,NA,NA,NA
2011-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,2.79,7.71,NA,61.42,02.05,NA,NA,NA
2011-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2.12,6.88,NA,65.83,1.12,NA,NA,NA
2011-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,4.19,10.19,NA,50.67,1.83,NA,NA,NA
2011-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,5.26,14.74,NA,52.52,2.48,NA,NA,NA
2011-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,4.21,11.58,NA,46.42,3,NA,NA,NA
2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,2.75,13.96,NA,50.35,2.88,NA,NA,NA
2011-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,3.96,12.92,NA,53.79,3.11,NA,NA,NA
2011-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,2.17,6.88,NA,54.75,2.45,NA,NA,NA
2011-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,1.75,5.33,NA,62.88,2.71,NA,NA,NA
2011-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.5,13.79,NA,50.77,2.82,NA,NA,NA
2011-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,7.96,16.33,NA,46.08,3.83,NA,NA,NA
2011-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,6.42,10.79,NA,53.21,3.83,NA,NA,NA
2011-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,9.79,19.29,NA,54.58,3.81,NA,NA,NA
2011-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,4.29,8.38,NA,56.12,02.08,NA,NA,NA
2011-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,1.67,5.67,NA,56.79,2.21,NA,NA,NA
2011-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1.83,6.17,NA,51.29,02.08,NA,NA,NA
2011-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,3.48,8.81,NA,46.12,1.88,NA,NA,NA
2011-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,3.75,8.79,NA,52.29,2,NA,NA,NA
2011-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,4.46,8.79,NA,63.54,2.33,NA,NA,NA
2011-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,5,10.75,NA,62,2.21,NA,NA,NA
2011-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,5.88,8.38,NA,48.54,2.25,NA,NA,NA
2020-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.01,0.43,10.17,25.83,41.33,18,3,31,17303,179.159.683.291.915
2020-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.38,6.96,13.62,24.21,23.58,3,26,17141,151.683.099.002.392
2020-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.54,3.42,15.21,20.25,48.25,3.42,26,16142,161.070.499.318.548
2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.44,3.96,8.46,14.33,47.88,07.08,67,34860,19.219.736.087.206
2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.42,2.79,7,10.83,55.21,07.08,56,25336,221.029.365.329.965
2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,2.33,5.38,8.71,56.58,4.88,22,14154,155.433.093.118.553
2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.36,2.33,8.54,12,51.62,3.5,21,15919,131.917.834.034.801
2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.34,2.67,8.79,12.42,37.88,3.92,24,15036,159.616.919.393.456
2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.35,3.88,14.17,19.79,37.29,5,113,49330,229.069.531.725.117
2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.38,04.04,17.08,23.21,40.46,4.92,74,39213,188.712.926.835.488
2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.47,6.42,23.42,33.29,19.38,4.75,65,34747,187.066.509.338.936
2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.41,4.54,11.17,18.04,44.5,4.25,73,34274,212.989.438.058.003
2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.33,4.26,8.83,15.3,54.75,4,75,41299,181.602.460.107.993
2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.36,2.17,8.58,12.04,55.5,3.58,41,23420,175.064.047.822.374
2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.4,2.46,7.58,11.21,46.92,04.04,34,20153,168.709.373.294.299
2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.33,2.75,11.17,15.33,48.71,04.04,111,42574,260.722.506.694.227
2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.27,04.08,15.08,21.12,39.12,3.88,92,40971,22.454.907.129.433
2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.25,2.33,09.04,12.5,51.96,3.38,39,22889,170.387.522.390.668
2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.32,6.21,11.33,20.38,48.62,04.04,94,43290,217.140.217.140.217
2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.29,2.38,7.75,11.38,34.71,3.96,35,22722,154.035.736.290.819
2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.35,3.92,11.17,16.83,43,3.21,74,40126,18.441.907.989.832
2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.36,3.5,10.79,15.75,45.08,3.33,12,8339,143.902.146.540.353
2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.41,4.29,14.29,20.75,33.5,3.67,12,6899,173.938.251.920.568
2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.43,7.41,17.05,28.23,26.59,4.25,83,47038,176.453.080.488.116
2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.02,0.4,13.79,19.08,39.79,14.25,3.76,88,44834,196.279.609.225.142
2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.26,4.96,9.17,16.58,51.25,3,74,31892,232.033.111.752.164
