date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,no,no2,nox,o3,pm10,pm2.5,so2,casos_total,poblacio_total,incidencia_1000
2009-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.79,58,NA,28.21,NA,NA,1.17,0,0,NA
2009-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71,41.12,NA,47.54,NA,NA,01.04,0,0,NA
2009-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.08,44.58,NA,39.71,NA,NA,1.54,0,0,NA
2009-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.08,69.71,NA,26.33,NA,NA,1.58,0,0,NA
2009-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.57,63.65,NA,24.1,NA,NA,1.28,0,0,NA
2009-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.38,63,NA,27.29,NA,NA,6.29,0,0,NA
2009-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.24,65.76,100.5,24.53,NA,NA,5.5,0,0,NA
2009-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,60.92,128.71,18.38,NA,NA,3.73,0,0,NA
2009-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.04,33.33,51.12,32,NA,NA,2.13,0,0,NA
2009-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.42,32.79,48.38,31.42,NA,NA,01.04,0,0,NA
2009-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.92,35.71,50.38,25.21,NA,NA,1.35,0,0,NA
2009-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.25,50.17,78.04,21.46,NA,NA,3.17,0,0,NA
2009-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.62,51.5,107.04,30.54,NA,NA,1.7,0,0,NA
2009-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.42,58.12,121.17,24.25,NA,NA,2.17,0,0,NA
2009-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.04,38.04,56.04,38.62,NA,NA,1.48,0,0,NA
2009-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.12,45.67,65.12,35.32,NA,NA,03.09,0,0,NA
2009-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,33.12,41.04,44.09,NA,NA,4.35,0,0,NA
2009-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.38,60.33,109.5,13.52,NA,NA,03.09,0,0,NA
2009-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.93,53.73,143.4,24.67,NA,NA,2.2,0,0,NA
2009-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.85,49.54,116.15,34.85,NA,NA,3.46,0,0,NA
2009-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.75,45.92,135.33,16,NA,NA,02.04,0,0,NA
2009-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,43.71,121.12,28.96,NA,NA,03.04,0,0,NA
2009-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.67,42.92,117.17,13.21,NA,NA,4.96,0,0,NA
2009-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.29,32,68.54,14.38,NA,NA,4.96,0,0,NA
2009-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.88,48.67,135.17,10.12,NA,NA,5.12,0,0,NA
2009-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.58,46.42,125.04,17.58,NA,NA,1.5,0,0,NA
2009-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.21,47.29,97.46,17.12,NA,NA,1.92,0,0,NA
2009-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,34.04,61.58,23.12,NA,NA,1.17,0,0,NA
2009-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.88,53.29,142.71,14.12,NA,NA,2.29,0,0,NA
2009-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.83,49.29,111.62,13.87,NA,NA,NA,0,0,NA
2009-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,27.88,36.79,36.29,NA,NA,NA,0,0,NA
2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25,26.5,41.46,49.75,NA,NA,NA,0,0,NA
2009-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.92,24.67,39.17,51.25,NA,NA,8.4,0,0,NA
2009-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71,34.88,88.88,39.5,NA,NA,NA,0,0,NA
2009-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,25.79,46.04,53.92,NA,NA,NA,0,0,NA
2009-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.25,49.04,104.12,24.33,NA,NA,01.09,0,0,NA
2009-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.25,26.54,58.58,34.67,NA,NA,02.04,0,0,NA
2009-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,5.54,6.17,66.21,NA,NA,1.17,0,0,NA
2009-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.29,41.76,103,41.05,NA,NA,2.35,0,0,NA
2009-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.42,50.29,119.42,27.33,NA,NA,2.12,0,0,NA
2009-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.38,60.33,187.5,10,NA,NA,3.33,0,0,NA
2009-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.96,56.83,198.54,6.67,NA,NA,3.5,0,0,NA
2009-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.71,55.04,174.75,6.62,NA,NA,3.17,0,0,NA
2009-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.92,43.46,122.42,12,NA,NA,1.75,0,0,NA
2009-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.83,44.42,80.62,19,NA,NA,1.5,0,0,NA
2009-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.91,67.43,218.35,11.04,NA,NA,4.7,0,0,NA
2009-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.17,69.29,252.96,5.42,NA,NA,6.42,0,0,NA
2009-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.78,58.78,197.57,6.39,NA,NA,5.39,0,0,NA
2009-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.46,59.79,196,5.75,NA,NA,2.79,0,0,NA
2009-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.54,57.12,169.25,8.38,NA,NA,2.33,0,0,NA
2009-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.04,41.96,96.62,13.04,NA,NA,1.38,0,0,NA
2009-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.12,38.83,75.38,22.17,NA,NA,1.46,0,0,NA
2009-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.96,47.42,106.67,21.71,NA,NA,2.42,0,0,NA
2009-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.38,54.46,170.79,9.75,NA,NA,3.12,0,0,NA
2009-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5,66.5,195.33,8.21,NA,NA,3.29,0,0,NA
2009-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,62.08,158.08,12.12,NA,NA,2.29,0,0,NA
2009-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.25,52.21,150.08,9.83,NA,NA,2.62,0,0,NA
2009-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.04,41.04,101.88,17.83,NA,NA,1.54,0,0,NA
2009-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.29,37.79,65.25,18.71,NA,NA,1.42,0,0,NA
2009-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,15.58,22.25,51.38,NA,NA,01.04,0,0,NA
2009-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.08,19.79,31.58,51.67,NA,NA,1.58,0,0,NA
2009-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.17,64.71,170.09,11.62,NA,NA,4.46,0,0,NA
2009-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.62,49.5,164.54,13,NA,NA,2.12,0,0,NA
2009-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.14,38.95,96.86,37.18,NA,NA,3,0,0,NA
2009-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.08,45.46,97.04,15.17,NA,NA,1.83,0,0,NA
2009-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.29,37.54,74.12,19.04,NA,NA,2.75,0,0,NA
2009-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.04,38.96,70.92,24.42,NA,NA,3.21,0,0,NA
2009-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.21,32.42,56.92,27.33,NA,NA,2.79,0,0,NA
2009-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.71,53.58,172.17,9,NA,NA,3.71,0,0,NA
2009-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,60.12,188,7.42,NA,NA,4.25,0,0,NA
2009-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.15,58.5,188.15,7.65,NA,NA,4.85,0,0,NA
2009-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.38,52.5,136.67,7.67,NA,NA,2.96,0,0,NA
2009-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.54,29.79,48.42,15.12,NA,NA,2.62,0,0,NA
2009-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.33,43.75,95.79,13.04,NA,NA,2.92,0,0,NA
2009-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.88,33.42,69.29,24.5,NA,NA,1,0,0,NA
2009-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.75,46.25,86.71,17.96,NA,NA,01.08,0,0,NA
2009-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.88,49.54,110.25,12.75,NA,NA,1.58,0,0,NA
2009-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.38,51.17,121.75,25.29,NA,NA,2.21,0,0,NA
2009-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.17,37.62,75.79,23.75,NA,NA,1.92,0,0,NA
2009-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.04,38.08,73.08,26.04,NA,NA,2.29,0,0,NA
2009-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.42,66.58,197.08,6.29,NA,NA,3.79,0,0,NA
2009-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.42,66.25,245.33,5.79,NA,NA,2.71,0,0,NA
2009-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.21,84.96,302.59,6.96,NA,NA,2.33,0,0,NA
2009-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.54,64.04,217.5,8.42,NA,NA,2.25,0,0,NA
2009-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.46,35.42,63.33,40.04,NA,NA,1.17,0,0,NA
2009-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,41.21,61.42,20.12,NA,NA,1.12,0,0,NA
2009-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.88,32.33,72.79,36.42,NA,NA,1.79,0,0,NA
2009-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.25,50.08,119,22.67,NA,NA,2.96,0,0,NA
2009-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.21,69.83,236,6.54,NA,NA,3.62,0,0,NA
2009-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.75,57.92,214.96,14.12,NA,NA,2.88,0,0,NA
2009-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.79,40.33,103.67,26.96,NA,NA,2.88,0,0,NA
2009-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,4.29,4.96,75.25,NA,NA,1,0,0,NA
2010-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.38,32.58,71.17,27.58,NA,NA,1.92,0,0,NA
2010-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.29,44.5,95,12.12,NA,NA,2,0,0,NA
2010-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.75,53.88,131.25,8.33,NA,NA,1.33,0,0,NA
2010-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.83,44.25,95.54,11.33,NA,NA,01.08,0,0,NA
2010-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54,24.54,40.25,40.71,NA,NA,1,0,0,NA
2010-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.96,52.12,122.12,9,NA,NA,1.75,0,0,NA
2010-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21,25.38,40.46,45.08,NA,NA,1.67,0,0,NA
2010-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,13.12,15.71,59.42,NA,NA,1.67,0,0,NA
2010-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54,27.04,42.58,39.79,NA,NA,1,0,0,NA
2010-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.12,49.08,114.79,21.21,NA,NA,1.62,0,0,NA
2010-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.29,63.62,178.7,9.62,NA,NA,3.42,0,0,NA
2010-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.58,46.96,130.04,32.75,NA,NA,2.38,0,0,NA
2010-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.38,44.67,133.25,28.17,NA,NA,02.08,0,0,NA
2010-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.25,50.54,134.79,33.96,NA,NA,3,0,0,NA
2010-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.21,53.21,131.21,9.21,NA,NA,3.21,0,0,NA
2010-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.29,43.79,112.54,07.08,NA,NA,1.92,0,0,NA
2010-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.21,58.92,132.29,6.54,NA,NA,1.5,0,0,NA
2010-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.05,65.18,170.64,11.36,NA,NA,2.43,0,0,NA
2010-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.88,47.25,127.58,11.04,NA,NA,2.35,0,0,NA
2010-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.08,59.92,155.92,11.04,NA,NA,3.17,0,0,NA
2010-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.92,60.83,190.12,9.71,NA,NA,3.58,0,0,NA
2010-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.71,50.92,135.58,11.67,NA,NA,1.79,0,0,NA
2010-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33,39.46,58.04,25.29,NA,NA,1.12,0,0,NA
2010-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.75,39.96,85.17,18.25,NA,NA,1.71,0,0,NA
2010-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.92,45.79,97.95,17.25,NA,NA,3.21,0,0,NA
2010-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.21,37.71,78.96,20.21,NA,NA,1.54,0,0,NA
2010-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.82,48.82,94.05,17.59,NA,NA,1.73,0,0,NA
2010-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.61,54.04,123.65,14.87,NA,NA,2.61,0,0,NA
2010-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.04,12.33,19.46,66.96,NA,NA,1.17,0,0,NA
2010-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,32.96,41.92,41.79,NA,NA,1.92,0,0,NA
2010-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.59,53.09,129.91,27.96,NA,NA,3.52,0,0,NA
2010-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.54,60.96,149.88,15.21,NA,NA,4.58,0,0,NA
2010-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.83,69,182.96,13.04,NA,NA,2.83,0,0,NA
2010-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.38,68.71,223.5,3.96,NA,NA,3.88,0,0,NA
2010-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.21,45.75,105.33,31.21,NA,NA,2,0,0,NA
2010-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,24.54,41.79,50.83,NA,NA,2.21,0,0,NA
2010-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.88,35.08,55.83,37.08,NA,NA,3.12,0,0,NA
2010-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.33,61.83,178.04,7.46,NA,NA,5,0,0,NA
2010-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.58,41.04,72.12,28.29,NA,NA,1.29,0,0,NA
2010-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.62,43.62,93,30.92,NA,NA,1.75,0,0,NA
2010-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.54,28.25,48.79,48.75,NA,NA,1.12,0,0,NA
2010-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,43.78,80.61,42.96,NA,NA,1.48,0,0,NA
2010-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,47.78,80.13,27.52,NA,NA,1.65,0,0,NA
2010-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33,31.62,46.62,47.71,NA,NA,1.92,0,0,NA
2010-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,67.54,140.58,8.25,NA,NA,3.5,0,0,NA
2010-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.21,70.79,157.87,13.83,NA,NA,03.04,0,0,NA
2010-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.25,63.17,197.96,12.21,NA,NA,3.12,0,0,NA
2010-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.21,57.58,138.67,16.79,NA,NA,2.17,0,0,NA
2010-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.71,40.71,69.17,37.67,NA,NA,2.21,0,0,NA
2010-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,34.17,57.46,44.04,NA,NA,1.92,0,0,NA
2010-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.54,48.58,78.08,14.71,NA,NA,1.12,0,0,NA
2010-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.04,68.75,186.25,12.04,NA,NA,5.25,0,0,NA
2010-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.96,52.29,129.18,34.67,NA,NA,4.21,0,0,NA
2010-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.79,27.12,48.92,58.92,NA,NA,1.42,0,0,NA
2010-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.29,60.12,144.21,23.38,NA,NA,4.25,0,0,NA
2010-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58,23.75,37.92,64.92,NA,NA,1.58,0,0,NA
2010-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.21,54.92,103.71,10.21,NA,NA,2.54,0,0,NA
2010-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29,25.38,40.54,50.21,NA,NA,1.33,0,0,NA
2010-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.62,41.42,97.29,34.71,NA,NA,1.96,0,0,NA
2010-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.92,63.83,124.71,24.5,NA,NA,1.96,0,0,NA
2010-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.12,44.67,61.29,42.7,NA,NA,6,0,0,NA
2010-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.92,43.46,85.92,32.17,NA,NA,2.59,0,0,NA
2010-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.12,50,94.04,24.29,NA,NA,03.09,0,0,NA
2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,46.88,75.54,31.88,NA,NA,3.21,0,0,NA
2010-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,42.08,55.96,26.29,NA,NA,2.96,0,0,NA
2010-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,29.54,42.5,49.62,NA,NA,1,0,0,NA
2010-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67,46.83,82.67,41.12,NA,NA,1.54,0,0,NA
2010-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.17,64.83,124.5,27.83,NA,NA,2.62,0,0,NA
2010-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.33,60.33,123.12,26.83,NA,NA,2.79,0,0,NA
2010-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.21,72.83,157,6.36,NA,NA,2.68,0,0,NA
2010-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.12,44.17,77.54,36.42,NA,NA,1.83,0,0,NA
2010-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,36.33,51.21,41.08,NA,NA,1.67,0,0,NA
2010-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.57,51,79.19,35.62,NA,NA,1.68,0,0,NA
2010-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.58,61.83,137.5,32.79,NA,NA,1.79,0,0,NA
2010-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.17,68.17,143.04,32.92,NA,NA,2.26,0,0,NA
2010-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.21,81.12,154.5,18.33,NA,NA,3.17,0,0,NA
2010-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,82.88,158.04,19.88,NA,NA,2.96,0,0,NA
2010-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.71,61.21,101.75,23.21,NA,NA,3.79,0,0,NA
2010-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.38,50.71,75.12,22.17,NA,NA,2.12,0,0,NA
2010-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.08,64.12,115.58,10.75,NA,NA,1.12,0,0,NA
2010-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.08,34.33,53.96,38.33,NA,NA,1.17,0,0,NA
2010-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.67,61.79,91.33,34,NA,NA,1.96,0,0,NA
2010-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.83,44.25,63.12,42.75,NA,NA,1.33,0,0,NA
2010-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,36,55.75,64.42,NA,NA,1.25,0,0,NA
2010-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.17,28.88,43.62,66.17,NA,NA,1.17,0,0,NA
2010-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.73,43.59,53.32,50.68,NA,NA,1.86,0,0,NA
2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.46,55.62,111.08,42.88,NA,NA,2.12,0,0,NA
2010-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42,28.38,42.08,61.17,NA,NA,1,0,0,NA
2010-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,44.67,77.83,51.54,NA,NA,2.21,0,0,NA
2010-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,34.17,46.04,58.04,NA,NA,1.29,0,0,NA
2010-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,29.83,45.17,52.62,NA,NA,1.17,0,0,NA
2010-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,50.71,68.67,41.04,NA,NA,2.33,0,0,NA
2010-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,30.12,37.42,57.71,NA,NA,2,0,0,NA
2010-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.46,38.96,53.42,38,NA,NA,1.25,0,0,NA
2010-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.75,66.79,139.38,25.33,NA,NA,02.08,0,0,NA
2010-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29,65.71,99.25,31.67,NA,NA,1.62,0,0,NA
2010-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.79,58.83,105.5,19.67,NA,NA,2.21,0,0,NA
2010-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.29,63.17,104.46,32.33,NA,NA,2.42,0,0,NA
2010-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.12,52.92,84.83,52.83,NA,NA,1.88,0,0,NA
2010-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38,44.5,50.75,74.67,NA,NA,1.54,0,0,NA
2010-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.71,78,115.42,36.17,NA,NA,1.67,0,0,NA
2010-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.73,46.55,73.36,28.27,NA,NA,1.43,0,0,NA
2010-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.54,61.25,115.17,21.5,NA,NA,2.33,0,0,NA
2010-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.38,80.83,157.33,11.29,NA,NA,2.5,0,0,NA
2010-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.54,66.71,115.96,27.62,NA,NA,3,0,0,NA
2010-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.62,66,85,31.5,NA,NA,3.5,0,0,NA
2010-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,44.92,51.42,44.54,NA,NA,2.62,0,0,NA
2010-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.04,71.21,133.58,22.5,NA,NA,2.5,0,0,NA
2010-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.29,76.08,125.08,15.92,NA,NA,2.96,0,0,NA
2010-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.67,58.12,113.75,29.17,NA,NA,2.38,0,0,NA
2010-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.96,93.83,185.21,9.73,NA,NA,3.67,0,0,NA
2010-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.67,64.25,117.04,36.38,NA,NA,1.5,0,0,NA
2010-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67,48,59.58,48.79,NA,NA,02.04,0,0,NA
2010-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,48.08,61.62,46.54,NA,NA,03.04,0,0,NA
2010-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.46,73.92,120.12,28.38,NA,NA,5.21,0,0,NA
2010-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.88,69.29,123.54,39.96,NA,NA,2.46,0,0,NA
2010-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.58,71.92,122.88,44.04,NA,NA,2.5,0,0,NA
